Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1968;26.0;37.4;OK
delegado 1: ;166;37.4;37.4;OK
delegado 2: ;176;37.4;37.4;OK
delegado 3: ;250;37.4;7.2;OK
delegado 4: ;147;7.2;7.2;OK
delegado 5: ;196;7.2;7.2;OK
delegado 6: ;220;7.2;5.2;OK
delegado 7: ;309;5.2;5.2;OK
delegado 8: ;197;5.2;5.4;OK
delegado 9: ;192;5.4;5.4;OK
delegado 10: ;195;5.4;5.4;OK
delegado 11: ;275;5.4;3.6;OK
delegado 12: ;211;3.6;3.6;OK
delegado 13: ;240;3.6;4.5;OK
delegado 14: ;292;4.5;4.5;OK
delegado 15: ;314;4.5;3.4;OK
delegado 16: ;201;3.4;3.4;OK
delegado 17: ;278;3.4;5.7;OK
delegado 18: ;252;5.7;5.7;OK
delegado 19: ;195;5.7;5.3;OK
delegado 20: ;194;5.3;5.3;OK
delegado 21: ;250;5.3;5.4;OK
delegado 22: ;210;5.4;5.4;OK
delegado 23: ;163;5.4;5.4;OK
delegado 24: ;170;5.4;2.4;OK
delegado 25: ;170;2.4;2.4;OK
delegado 26: ;249;2.4;2.4;OK
delegado 27: ;178;2.4;2.8;OK
delegado 28: ;179;2.8;2.8;OK
delegado 29: ;213;2.8;2.8;OK
delegado 30: ;219;2.8;2.7;OK
delegado 31: ;203;2.7;2.7;OK
delegado 32: ;174;2.7;2.7;OK
delegado 33: ;156;2.7;4.3;OK
delegado 34: ;189;4.3;4.3;OK
delegado 35: ;297;4.3;2.8;OK
delegado 36: ;158;2.8;2.8;OK
delegado 37: ;198;2.8;2.8;OK
delegado 38: ;202;2.8;5.4;OK
delegado 39: ;174;5.4;5.4;OK
delegado 40: ;202;5.4;5.4;OK
delegado 41: ;213;5.4;5.1;OK
delegado 42: ;203;5.1;5.1;OK
delegado 43: ;160;5.1;5.1;OK
delegado 44: ;207;5.1;2.3;OK
delegado 45: ;244;2.3;2.3;OK
delegado 46: ;217;2.3;5.2;OK
delegado 47: ;204;5.2;5.2;OK
delegado 48: ;180;5.2;5.2;OK
delegado 49: ;158;5.2;3.0;OK
delegado 50: ;215;3.0;3.0;OK
delegado 51: ;168;3.0;3.0;OK
delegado 52: ;177;3.0;9.0;OK
delegado 53: ;134;9.0;9.0;OK
delegado 54: ;234;9.0;9.0;OK
delegado 55: ;184;9.0;3.6;OK
delegado 56: ;187;3.6;3.6;OK
delegado 57: ;268;3.6;3.7;OK
delegado 58: ;168;3.7;3.7;OK
delegado 59: ;936;3.7;2.3;OK
delegado 60: ;949;2.3;0.7;OK
delegado 61: ;891;0.7;1.2;OK
delegado 62: ;412;1.2;1.2;OK
delegado 63: ;173;1.2;3.6;OK
delegado 64: ;167;3.6;3.6;OK
delegado 65: ;179;3.6;3.6;OK
delegado 66: ;222;3.6;6.4;OK
delegado 67: ;148;6.4;6.4;OK
delegado 68: ;155;6.4;6.4;OK
delegado 69: ;164;6.4;4.8;OK
delegado 70: ;266;4.8;4.8;OK
delegado 71: ;223;4.8;6.3;OK
delegado 72: ;200;6.3;6.3;OK
delegado 73: ;222;6.3;6.3;OK
delegado 74: ;240;6.3;3.1;OK
delegado 75: ;195;3.1;3.1;OK
delegado 76: ;170;3.1;3.1;OK
delegado 77: ;219;3.1;6.9;OK
delegado 78: ;176;6.9;6.9;OK
delegado 79: ;242;6.9;6.9;OK
delegado 80: ;171;3.1;3.1;OK
delegado 81: ;184;3.1;3.1;OK
delegado 82: ;217;3.1;4.8;OK
delegado 83: ;197;4.8;4.8;OK
delegado 84: ;172;4.8;4.8;OK
delegado 85: ;209;4.8;7.5;OK
delegado 86: ;189;7.5;7.5;OK
delegado 87: ;187;7.5;7.5;OK
delegado 88: ;188;7.5;4.1;OK
delegado 89: ;168;4.1;4.1;OK
delegado 90: ;202;4.1;4.1;OK
delegado 91: ;201;4.1;3.5;OK
delegado 92: ;152;3.5;3.5;OK
delegado 93: ;268;3.5;3.5;OK
delegado 94: ;200;3.5;3.8;OK
delegado 95: ;169;3.8;3.8;OK
delegado 96: ;182;3.8;3.8;OK
delegado 97: ;214;3.8;4.7;OK
delegado 98: ;193;4.7;4.7;OK
delegado 99: ;196;4.7;4.7;OK
delegado 100: ;176;4.7;2.9;OK
delegado 101: ;178;2.9;2.9;OK
delegado 102: ;167;2.9;2.9;OK
delegado 103: ;244;2.9;3.9;OK
delegado 104: ;207;3.9;3.9;OK
delegado 105: ;180;3.9;3.9;OK
delegado 106: ;207;3.9;3.9;OK
delegado 107: ;206;3.9;3.9;OK
delegado 108: ;191;3.9;3.9;OK
delegado 109: ;191;3.9;5.7;OK
delegado 110: ;246;5.7;5.7;OK
delegado 111: ;134;5.7;5.7;OK
delegado 112: ;135;5.7;3.2;OK
delegado 113: ;135;3.2;3.2;OK
delegado 114: ;161;3.2;3.2;OK
delegado 115: ;202;3.2;3.9;OK
delegado 116: ;180;3.9;3.9;OK
delegado 117: ;211;3.9;3.9;OK
delegado 118: ;180;3.9;4.7;OK
delegado 119: ;192;4.7;4.7;OK
delegado 120: ;181;4.7;4.7;OK
delegado 121: ;239;4.7;2.7;OK
delegado 122: ;156;2.7;2.7;OK
delegado 123: ;217;2.7;2.7;OK
