Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1977;30.0;30.8;OK
delegado 1: ;211;30.8;30.8;OK
delegado 2: ;241;30.8;3.6;OK
delegado 3: ;182;3.6;3.6;OK
delegado 4: ;204;3.6;3.6;OK
delegado 5: ;353;3.6;4.2;OK
delegado 6: ;240;4.2;4.2;OK
delegado 7: ;175;4.2;4.2;OK
delegado 8: ;271;4.2;4.5;OK
delegado 9: ;171;4.5;4.5;OK
delegado 10: ;258;4.5;4.5;OK
delegado 11: ;189;6.8;6.8;OK
delegado 12: ;156;6.8;6.8;OK
delegado 13: ;233;6.8;6.6;OK
delegado 14: ;245;6.6;6.6;OK
delegado 15: ;308;6.6;3.7;OK
delegado 16: ;228;3.7;3.7;OK
delegado 17: ;245;3.7;5.8;OK
delegado 18: ;215;5.8;5.8;OK
delegado 19: ;237;5.8;3.8;OK
delegado 20: ;288;3.8;3.8;OK
delegado 21: ;267;3.8;2.5;OK
delegado 22: ;176;2.5;2.5;OK
delegado 23: ;214;2.5;2.5;OK
delegado 24: ;193;2.5;9.8;OK
delegado 25: ;262;9.8;9.8;OK
delegado 26: ;167;9.8;9.8;OK
delegado 27: ;186;3.8;3.8;OK
delegado 28: ;174;3.8;3.8;OK
delegado 29: ;191;3.8;3.8;OK
delegado 30: ;247;3.8;3.8;OK
delegado 31: ;223;3.8;2.2;OK
delegado 32: ;187;2.2;2.2;OK
delegado 33: ;240;2.2;2.2;OK
delegado 34: ;184;5.4;5.4;OK
delegado 35: ;229;5.4;5.4;OK
delegado 36: ;222;5.4;5.5;OK
delegado 37: ;186;5.5;5.5;OK
delegado 38: ;272;5.5;4.5;OK
delegado 39: ;236;4.5;4.5;OK
delegado 40: ;201;4.5;4.5;OK
delegado 41: ;266;4.5;4.5;OK
delegado 42: ;219;4.5;2.2;OK
delegado 43: ;123;2.2;2.2;OK
delegado 44: ;227;2.2;2.2;OK
delegado 45: ;187;2.2;4.3;OK
delegado 46: ;247;4.3;4.3;OK
delegado 47: ;200;4.3;2.3;OK
delegado 48: ;204;2.3;2.3;OK
delegado 49: ;163;2.3;2.3;OK
delegado 50: ;202;2.3;2.3;OK
delegado 51: ;174;2.3;2.3;OK
delegado 52: ;228;2.3;2.3;OK
delegado 53: ;167;2.3;6.5;OK
delegado 54: ;194;6.5;6.5;OK
delegado 55: ;159;6.5;6.5;OK
delegado 56: ;182;6.5;6.3;OK
delegado 57: ;168;6.3;6.3;OK
delegado 58: ;254;6.3;6.3;OK
delegado 59: ;175;6.3;4.5;OK
delegado 60: ;203;4.5;4.5;OK
delegado 61: ;226;4.5;4.5;OK
delegado 62: ;183;9.8;9.8;OK
delegado 63: ;261;9.8;9.8;OK
delegado 64: ;171;9.8;2.8;OK
delegado 65: ;218;2.8;2.8;OK
delegado 66: ;174;2.8;2.8;OK
delegado 67: ;161;2.8;3.6;OK
delegado 68: ;165;3.6;3.6;OK
delegado 69: ;200;3.6;3.6;OK
delegado 70: ;160;3.6;5.1;OK
delegado 71: ;211;5.1;5.1;OK
delegado 72: ;207;5.1;5.1;OK
delegado 73: ;201;5.1;3.3;OK
delegado 74: ;216;3.3;3.3;OK
delegado 75: ;187;3.3;3.3;OK
delegado 76: ;271;3.3;4.6;OK
delegado 77: ;192;4.6;4.6;OK
delegado 78: ;169;4.6;4.6;OK
delegado 79: ;201;4.6;4.2;OK
delegado 80: ;205;4.2;4.2;OK
delegado 81: ;209;4.2;4.2;OK
delegado 82: ;173;4.2;3.4;OK
delegado 83: ;204;3.4;3.4;OK
delegado 84: ;225;3.4;3.4;OK
delegado 85: ;190;3.1;3.1;OK
delegado 86: ;197;3.1;3.1;OK
delegado 87: ;193;3.1;1.8;OK
delegado 88: ;205;1.8;1.8;OK
delegado 89: ;163;1.8;1.8;OK
delegado 90: ;186;1.8;3.6;OK
delegado 91: ;218;3.6;3.6;OK
delegado 92: ;204;3.6;3.6;OK
delegado 93: ;188;3.6;3.3;OK
delegado 94: ;212;3.3;3.3;OK
delegado 95: ;175;3.3;3.3;OK
delegado 96: ;168;3.3;3.0;OK
delegado 97: ;193;3.0;3.0;OK
delegado 98: ;221;3.0;3.0;OK
delegado 99: ;254;3.0;2.0;OK
delegado 100: ;291;2.0;2.0;OK
delegado 101: ;178;2.0;4.4;OK
delegado 102: ;197;4.4;4.4;OK
delegado 103: ;167;4.4;4.4;OK
delegado 104: ;268;4.4;3.2;OK
delegado 105: ;214;3.2;3.2;OK
delegado 106: ;171;3.2;3.2;OK
delegado 107: ;253;3.2;4.1;OK
delegado 108: ;141;4.1;4.1;OK
delegado 109: ;183;4.1;4.1;OK
delegado 110: ;191;4.1;3.9;OK
delegado 111: ;125;3.9;3.9;OK
delegado 112: ;174;3.9;3.9;OK
delegado 113: ;174;3.9;3.5;OK
delegado 114: ;199;3.5;3.5;OK
delegado 115: ;163;3.5;3.5;OK
delegado 116: ;174;3.5;4.3;OK
delegado 117: ;181;4.3;4.3;OK
delegado 118: ;327;4.3;2.7;OK
delegado 119: ;185;2.7;2.7;OK
delegado 120: ;172;2.7;2.7;OK
delegado 121: ;199;2.7;4.2;OK
delegado 122: ;229;4.2;4.2;OK
delegado 123: ;175;4.2;4.2;OK
delegado 124: ;174;4.2;4.0;OK
delegado 125: ;161;4.0;4.0;OK
delegado 126: ;207;4.0;4.0;OK
delegado 127: ;210;4.0;6.4;OK
delegado 128: ;236;6.4;6.4;OK
delegado 129: ;173;6.4;6.4;OK
delegado 130: ;200;6.4;2.2;OK
delegado 131: ;165;2.2;2.2;OK
