Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1858;27.9;36.5;OK
delegado 1: ;209;36.5;36.5;OK
delegado 2: ;260;36.5;3.6;OK
delegado 3: ;143;3.6;3.6;OK
delegado 4: ;153;3.6;3.6;OK
delegado 5: ;193;3.6;4.0;OK
delegado 6: ;249;4.0;4.0;OK
delegado 7: ;243;4.0;3.5;OK
delegado 8: ;206;3.5;3.5;OK
delegado 9: ;252;3.5;6.0;OK
delegado 10: ;264;6.0;6.0;OK
delegado 11: ;188;6.0;4.5;OK
delegado 12: ;149;4.5;4.5;OK
delegado 13: ;156;4.5;4.5;OK
delegado 14: ;294;4.5;3.9;OK
delegado 15: ;211;3.9;3.9;OK
delegado 16: ;173;3.9;3.9;OK
delegado 17: ;218;3.9;2.7;OK
delegado 18: ;191;2.7;2.7;OK
delegado 19: ;201;2.7;2.7;OK
delegado 20: ;182;2.7;6.4;OK
delegado 21: ;293;6.4;6.4;OK
delegado 22: ;215;6.4;1.3;OK
delegado 23: ;192;1.3;1.3;OK
delegado 24: ;177;1.3;1.3;OK
delegado 25: ;205;1.3;4.6;OK
delegado 26: ;248;4.6;4.6;OK
delegado 27: ;197;4.6;1.5;OK
delegado 28: ;176;1.5;1.5;OK
delegado 29: ;313;1.5;3.5;OK
delegado 30: ;166;3.5;3.5;OK
delegado 31: ;213;3.5;3.5;OK
delegado 32: ;215;3.5;4.4;OK
delegado 33: ;207;4.4;4.4;OK
delegado 34: ;217;4.4;4.4;OK
delegado 35: ;330;4.6;4.6;OK
delegado 36: ;220;4.6;1.3;OK
delegado 37: ;259;1.3;1.3;OK
delegado 38: ;252;1.3;8.1;OK
delegado 39: ;192;8.1;8.1;OK
delegado 40: ;152;8.1;8.1;OK
delegado 41: ;287;8.1;3.7;OK
delegado 42: ;187;3.7;3.7;OK
delegado 43: ;271;3.7;3.0;OK
delegado 44: ;208;3.0;3.0;OK
delegado 45: ;182;3.0;3.0;OK
delegado 46: ;197;3.0;4.6;OK
delegado 47: ;198;4.6;4.6;OK
delegado 48: ;155;4.6;4.6;OK
delegado 49: ;170;4.6;3.8;OK
delegado 50: ;197;3.8;3.8;OK
delegado 51: ;189;3.8;3.8;OK
delegado 52: ;169;3.8;6.0;OK
delegado 53: ;197;6.0;6.0;OK
delegado 54: ;191;6.0;6.0;OK
delegado 55: ;181;6.0;4.1;OK
delegado 56: ;196;4.1;4.1;OK
delegado 57: ;193;4.1;4.1;OK
delegado 58: ;274;4.1;3.6;OK
delegado 59: ;162;3.6;3.6;OK
delegado 60: ;206;3.6;3.6;OK
delegado 61: ;233;3.6;7.3;OK
delegado 62: ;135;7.3;7.3;OK
delegado 63: ;215;7.3;7.3;OK
delegado 64: ;232;7.3;4.6;OK
delegado 65: ;208;4.6;4.6;OK
delegado 66: ;246;4.6;2.9;OK
delegado 67: ;193;2.9;2.9;OK
delegado 68: ;170;2.9;2.9;OK
delegado 69: ;195;2.9;5.4;OK
delegado 70: ;332;5.4;5.4;OK
delegado 71: ;345;5.4;2.0;OK
delegado 72: ;189;2.0;2.0;OK
delegado 73: ;176;2.0;2.0;OK
delegado 74: ;207;2.0;5.9;OK
delegado 75: ;208;5.9;5.9;OK
delegado 76: ;231;5.9;5.9;OK
delegado 77: ;202;3.7;3.7;OK
delegado 78: ;177;3.7;3.7;OK
delegado 79: ;325;3.7;2.0;OK
delegado 80: ;212;2.0;2.0;OK
delegado 81: ;193;2.0;2.0;OK
delegado 82: ;194;4.5;4.5;OK
delegado 83: ;207;4.5;4.5;OK
delegado 84: ;162;4.5;1.2;OK
delegado 85: ;176;1.2;1.2;OK
delegado 86: ;202;1.2;1.2;OK
delegado 87: ;228;1.2;5.0;OK
delegado 88: ;222;5.0;5.0;OK
delegado 89: ;182;5.0;5.0;OK
delegado 90: ;191;5.0;2.8;OK
delegado 91: ;207;2.8;2.8;OK
delegado 92: ;215;2.8;2.8;OK
delegado 93: ;199;2.8;2.7;OK
delegado 94: ;381;2.7;2.7;OK
delegado 95: ;229;2.7;1.7;OK
delegado 96: ;181;1.7;1.7;OK
delegado 97: ;186;1.7;1.7;OK
delegado 98: ;188;1.7;6.6;OK
delegado 99: ;262;6.6;6.6;OK
delegado 100: ;154;6.6;6.6;OK
delegado 101: ;213;6.6;3.7;OK
delegado 102: ;175;3.7;3.7;OK
delegado 103: ;177;3.7;3.7;OK
delegado 104: ;153;3.7;2.6;OK
delegado 105: ;190;2.6;2.6;OK
delegado 106: ;193;2.6;2.6;OK
delegado 107: ;272;2.6;6.8;OK
delegado 108: ;183;6.8;6.8;OK
delegado 109: ;162;6.8;6.8;OK
delegado 110: ;142;6.8;4.0;OK
delegado 111: ;163;4.0;4.0;OK
delegado 112: ;186;4.0;4.0;OK
delegado 113: ;257;4.0;6.1;OK
delegado 114: ;175;6.1;6.1;OK
delegado 115: ;186;6.1;6.1;OK
delegado 116: ;203;6.1;5.3;OK
delegado 117: ;150;5.3;5.3;OK
delegado 118: ;129;5.3;5.3;OK
delegado 119: ;198;5.3;5.5;OK
delegado 120: ;444;5.5;5.5;OK
delegado 121: ;178;5.5;1.1;OK
delegado 122: ;226;1.1;1.1;OK
delegado 123: ;191;1.1;1.1;OK
delegado 124: ;171;1.1;3.4;OK
delegado 125: ;193;3.4;3.4;OK
delegado 126: ;230;3.4;3.4;OK
delegado 127: ;188;6.1;6.1;OK
delegado 128: ;398;6.1;9.7;OK
