Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2039;0.0;32.7;OK
delegado 1: ;284;32.7;32.7;OK
delegado 2: ;261;32.7;2.5;OK
delegado 3: ;166;2.5;2.5;OK
delegado 4: ;229;2.5;2.5;OK
delegado 5: ;185;2.5;5.8;OK
delegado 6: ;233;5.8;5.8;OK
delegado 7: ;152;5.8;5.8;OK
delegado 8: ;259;5.8;3.7;OK
delegado 9: ;219;3.7;3.7;OK
delegado 10: ;206;3.7;3.7;OK
delegado 11: ;183;7.6;7.6;OK
delegado 12: ;194;7.6;7.6;OK
delegado 13: ;151;7.6;4.5;OK
delegado 14: ;228;4.5;4.5;OK
delegado 15: ;749;4.5;2.2;OK
delegado 16: ;939;2.2;1.6;OK
delegado 17: ;923;1.6;1.2;OK
delegado 18: ;258;1.2;1.2;OK
delegado 19: ;197;1.2;3.8;OK
delegado 20: ;190;3.8;3.8;OK
delegado 21: ;179;3.8;3.8;OK
delegado 22: ;294;3.8;3.6;OK
delegado 23: ;258;3.6;3.6;OK
delegado 24: ;181;3.6;4.6;OK
delegado 25: ;197;4.6;4.6;OK
delegado 26: ;195;4.6;4.6;OK
delegado 27: ;175;4.6;9.9;OK
delegado 28: ;175;9.9;9.9;OK
delegado 29: ;177;9.9;9.9;OK
delegado 30: ;209;9.9;2.4;OK
delegado 31: ;159;2.4;2.4;OK
delegado 32: ;208;2.4;2.4;OK
delegado 33: ;172;2.4;4.3;OK
delegado 34: ;265;4.3;4.3;OK
delegado 35: ;155;4.3;4.3;OK
delegado 36: ;201;4.3;3.3;OK
delegado 37: ;296;3.3;3.3;OK
delegado 38: ;164;3.3;3.0;OK
delegado 39: ;173;3.0;3.0;OK
delegado 40: ;234;3.0;3.0;OK
delegado 41: ;237;3.0;3.1;OK
delegado 42: ;185;3.1;3.1;OK
delegado 43: ;221;3.1;3.1;OK
delegado 44: ;151;3.1;3.0;OK
delegado 45: ;222;3.0;3.0;OK
delegado 46: ;249;3.0;4.4;OK
delegado 47: ;226;4.4;4.4;OK
delegado 48: ;163;4.4;4.4;OK
delegado 49: ;237;4.4;6.9;OK
delegado 50: ;247;6.9;6.9;OK
delegado 51: ;234;6.9;5.7;OK
delegado 52: ;145;5.7;5.7;OK
delegado 53: ;243;5.7;5.7;OK
delegado 54: ;197;5.7;4.6;OK
delegado 55: ;220;4.6;4.6;OK
