Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1896;26.0;35.1;OK
delegado 1: ;336;35.1;35.1;OK
delegado 2: ;202;35.1;9.0;OK
delegado 3: ;288;9.0;9.0;OK
delegado 4: ;168;9.0;3.8;OK
delegado 5: ;262;3.8;3.8;OK
delegado 6: ;178;3.8;2.3;OK
delegado 7: ;194;2.3;2.3;OK
delegado 8: ;227;2.3;2.3;OK
delegado 9: ;240;6.2;6.2;OK
delegado 10: ;221;6.2;5.2;OK
delegado 11: ;205;5.2;5.2;OK
delegado 12: ;241;5.2;2.9;OK
delegado 13: ;193;2.9;2.9;OK
delegado 14: ;208;2.9;2.9;OK
delegado 15: ;218;2.9;3.2;OK
delegado 16: ;271;3.2;3.2;OK
delegado 17: ;280;3.2;3.7;OK
delegado 18: ;238;3.7;3.7;OK
delegado 19: ;371;3.7;6.9;OK
delegado 20: ;204;6.9;6.9;OK
delegado 21: ;264;6.9;2.9;OK
delegado 22: ;185;2.9;2.9;OK
delegado 23: ;162;2.9;2.9;OK
delegado 24: ;201;2.9;5.5;OK
delegado 25: ;198;5.5;5.5;OK
delegado 26: ;250;5.5;3.8;OK
delegado 27: ;191;3.8;3.8;OK
delegado 28: ;209;3.8;3.8;OK
delegado 29: ;238;3.8;5.4;OK
delegado 30: ;200;5.4;5.4;OK
delegado 31: ;164;5.4;5.4;OK
delegado 32: ;199;5.4;3.5;OK
delegado 33: ;148;3.5;3.5;OK
delegado 34: ;211;3.5;3.5;OK
delegado 35: ;224;3.5;3.5;OK
delegado 36: ;164;3.5;3.5;OK
delegado 37: ;192;3.5;3.5;OK
delegado 38: ;210;3.5;4.1;OK
delegado 39: ;212;4.1;4.1;OK
delegado 40: ;187;4.1;4.1;OK
delegado 41: ;284;4.1;3.5;OK
delegado 42: ;214;3.5;3.5;OK
delegado 43: ;187;3.5;3.5;OK
delegado 44: ;174;3.5;4.6;OK
delegado 45: ;247;4.6;4.6;OK
delegado 46: ;191;4.6;4.6;OK
delegado 47: ;177;4.6;4.6;OK
delegado 48: ;183;4.6;4.6;OK
delegado 49: ;162;4.6;3.8;OK
delegado 50: ;167;3.8;3.8;OK
delegado 51: ;260;3.8;3.8;OK
delegado 52: ;162;7.7;7.7;OK
delegado 53: ;199;7.7;7.7;OK
delegado 54: ;164;7.7;6.5;OK
delegado 55: ;191;6.5;6.5;OK
delegado 56: ;189;6.5;6.5;OK
delegado 57: ;208;6.5;2.8;OK
delegado 58: ;183;2.8;2.8;OK
delegado 59: ;239;2.8;2.8;OK
delegado 60: ;232;3.8;3.8;OK
delegado 61: ;219;3.8;3.8;OK
delegado 62: ;159;4.6;4.6;OK
delegado 63: ;204;4.6;4.6;OK
delegado 64: ;182;4.6;1.9;OK
delegado 65: ;248;1.9;1.9;OK
delegado 66: ;265;1.9;2.0;OK
delegado 67: ;171;2.0;2.0;OK
delegado 68: ;226;2.0;2.0;OK
delegado 69: ;221;2.0;7.1;OK
delegado 70: ;206;7.1;7.1;OK
delegado 71: ;158;7.1;7.1;OK
delegado 72: ;131;7.1;4.0;OK
delegado 73: ;242;4.0;4.0;OK
delegado 74: ;257;4.0;3.5;OK
delegado 75: ;190;3.5;3.5;OK
delegado 76: ;196;3.5;3.5;OK
delegado 77: ;234;3.5;2.7;OK
delegado 78: ;173;2.7;2.7;OK
delegado 79: ;266;2.7;3.8;OK
delegado 80: ;235;3.8;3.8;OK
delegado 81: ;210;3.8;4.6;OK
delegado 82: ;193;4.6;4.6;OK
delegado 83: ;190;4.6;4.6;OK
delegado 84: ;223;4.6;3.3;OK
delegado 85: ;181;3.3;3.3;OK
delegado 86: ;227;3.3;3.3;OK
delegado 87: ;139;3.3;4.3;OK
delegado 88: ;326;4.3;4.3;OK
delegado 89: ;178;4.3;3.4;OK
delegado 90: ;182;3.4;3.4;OK
delegado 91: ;164;3.4;3.4;OK
delegado 92: ;189;3.4;2.5;OK
delegado 93: ;182;2.5;2.5;OK
delegado 94: ;177;2.5;2.5;OK
delegado 95: ;249;2.5;3.9;OK
delegado 96: ;192;3.9;3.9;OK
delegado 97: ;242;3.9;3.9;OK
delegado 98: ;167;4.6;4.6;OK
delegado 99: ;182;4.6;4.6;OK
delegado 100: ;200;4.6;3.1;OK
delegado 101: ;176;3.1;3.1;OK
delegado 102: ;181;3.1;3.1;OK
delegado 103: ;190;3.1;4.9;OK
delegado 104: ;615;4.9;0.9;OK
delegado 105: ;899;0.9;0.8;OK
delegado 106: ;1184;0.8;0.7;OK
delegado 107: ;157;0.7;0.7;OK
delegado 108: ;187;0.7;0.7;OK
delegado 109: ;208;0.7;6.7;OK
delegado 110: ;183;6.7;6.7;OK
delegado 111: ;137;6.7;6.7;OK
delegado 112: ;154;6.7;3.4;OK
delegado 113: ;128;3.4;3.4;OK
delegado 114: ;184;3.4;3.4;OK
delegado 115: ;172;3.4;6.7;OK
delegado 116: ;169;6.7;6.7;OK
delegado 117: ;170;6.7;6.7;OK
delegado 118: ;231;6.7;3.5;OK
delegado 119: ;303;3.5;3.5;OK
delegado 120: ;203;3.5;4.1;OK
delegado 121: ;195;4.1;4.1;OK
delegado 122: ;202;4.1;4.1;OK
delegado 123: ;231;4.1;2.7;OK
delegado 124: ;158;2.7;2.7;OK
delegado 125: ;261;2.7;2.7;OK
delegado 126: ;279;2.7;3.9;OK
delegado 127: ;188;3.9;3.9;OK
delegado 128: ;184;3.9;3.9;OK
delegado 129: ;160;3.9;6.8;OK
delegado 130: ;268;6.8;6.8;OK
delegado 131: ;205;6.8;2.9;OK
delegado 132: ;200;2.9;2.9;OK
delegado 133: ;222;2.9;1.5;OK
delegado 134: ;168;1.5;1.5;OK
delegado 135: ;277;1.5;4.5;OK
delegado 136: ;181;4.5;4.5;OK
delegado 137: ;209;4.5;4.5;OK
delegado 138: ;322;4.5;2.9;OK
delegado 139: ;180;2.9;2.9;OK
delegado 140: ;214;2.9;2.9;OK
delegado 141: ;243;2.9;3.2;OK
delegado 142: ;176;3.2;3.2;OK
delegado 143: ;168;3.2;3.2;OK
delegado 144: ;209;3.2;2.4;OK
delegado 145: ;573;2.4;1.2;OK
delegado 146: ;170;1.2;1.2;OK
delegado 147: ;239;1.2;1.2;OK
delegado 148: ;166;1.2;2.9;OK
delegado 149: ;204;2.9;2.9;OK
delegado 150: ;173;2.9;2.9;OK
delegado 151: ;211;2.9;2.8;OK
delegado 152: ;212;2.8;2.8;OK
delegado 153: ;161;2.8;2.8;OK
delegado 154: ;176;2.8;3.6;OK
delegado 155: ;170;3.6;3.6;OK
delegado 156: ;172;3.6;3.6;OK
delegado 157: ;178;3.6;5.1;OK
delegado 158: ;212;5.1;5.1;OK
delegado 159: ;234;5.1;2.3;OK
delegado 160: ;219;2.3;2.3;OK
delegado 161: ;184;2.3;2.3;OK
delegado 162: ;180;2.3;4.0;OK
delegado 163: ;165;4.0;4.0;OK
delegado 164: ;227;4.0;4.0;OK
delegado 165: ;246;4.0;5.3;OK
delegado 166: ;165;5.3;5.3;OK
delegado 167: ;224;5.3;5.3;OK
delegado 168: ;214;5.3;3.3;OK
delegado 169: ;186;3.3;3.3;OK
delegado 170: ;186;3.3;3.3;OK
delegado 171: ;364;3.3;2.8;OK
delegado 172: ;252;2.8;2.8;OK
delegado 173: ;222;2.8;4.4;OK
delegado 174: ;200;4.4;4.4;OK
delegado 175: ;197;4.4;4.4;OK
delegado 176: ;170;4.4;2.4;OK
delegado 177: ;265;2.4;2.4;OK
delegado 178: ;149;2.4;2.4;OK
delegado 179: ;211;2.4;3.2;OK
delegado 180: ;281;3.2;3.2;OK
delegado 181: ;191;3.2;2.2;OK
