Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1973;0.0;35.9;OK
delegado 1: ;311;35.9;35.9;OK
delegado 2: ;319;35.9;3.4;OK
delegado 3: ;204;3.4;3.4;OK
delegado 4: ;148;3.4;3.4;OK
delegado 5: ;216;3.4;8.2;OK
delegado 6: ;188;8.2;8.2;OK
delegado 7: ;184;8.2;8.2;OK
delegado 8: ;251;8.2;3.2;OK
delegado 9: ;239;3.2;3.2;OK
delegado 10: ;198;3.2;3.2;OK
delegado 11: ;182;9.1;9.1;OK
delegado 12: ;193;9.1;9.1;OK
delegado 13: ;172;9.1;3.1;OK
delegado 14: ;220;3.1;3.1;OK
delegado 15: ;191;3.1;3.1;OK
delegado 16: ;159;3.1;2.3;OK
delegado 17: ;183;2.3;2.3;OK
delegado 18: ;217;2.3;2.3;OK
delegado 19: ;211;2.3;3.8;OK
delegado 20: ;140;3.8;3.8;OK
delegado 21: ;242;3.8;3.8;OK
delegado 22: ;194;3.8;3.5;OK
delegado 23: ;208;3.5;3.5;OK
delegado 24: ;183;3.5;3.5;OK
delegado 25: ;198;3.5;5.2;OK
delegado 26: ;188;5.2;5.2;OK
delegado 27: ;233;5.2;5.2;OK
delegado 28: ;228;5.2;4.2;OK
delegado 29: ;176;4.2;4.2;OK
delegado 30: ;225;4.2;4.2;OK
delegado 31: ;228;4.2;2.7;OK
delegado 32: ;315;2.7;2.7;OK
delegado 33: ;198;2.7;1.3;OK
delegado 34: ;183;1.3;1.3;OK
delegado 35: ;200;1.3;1.3;OK
delegado 36: ;206;1.3;3.4;OK
delegado 37: ;229;3.4;3.4;OK
delegado 38: ;265;3.4;2.8;OK
delegado 39: ;196;2.8;2.8;OK
delegado 40: ;204;2.8;2.8;OK
delegado 41: ;229;2.8;4.3;OK
delegado 42: ;187;4.3;4.3;OK
delegado 43: ;224;4.3;4.3;OK
delegado 44: ;268;4.3;4.1;OK
delegado 45: ;200;4.1;4.1;OK
delegado 46: ;220;4.1;4.1;OK
delegado 47: ;184;4.1;3.4;OK
delegado 48: ;191;3.4;3.4;OK
delegado 49: ;205;3.4;3.4;OK
delegado 50: ;245;3.4;3.2;OK
delegado 51: ;225;3.2;3.2;OK
delegado 52: ;136;3.2;3.2;OK
delegado 53: ;126;3.2;6.9;OK
delegado 54: ;290;6.9;6.9;OK
delegado 55: ;302;6.9;4.7;OK
delegado 56: ;225;4.7;4.7;OK
delegado 57: ;231;4.7;3.0;OK
delegado 58: ;198;3.0;3.0;OK
delegado 59: ;278;3.0;5.8;OK
delegado 60: ;193;5.8;5.8;OK
delegado 61: ;719;5.8;4.0;OK
delegado 62: ;210;4.0;4.0;OK
delegado 63: ;185;4.0;4.0;OK
delegado 64: ;263;4.0;4.2;OK
delegado 65: ;282;4.2;4.2;OK
delegado 66: ;186;4.2;2.9;OK
delegado 67: ;163;2.9;2.9;OK
delegado 68: ;245;2.9;2.9;OK
delegado 69: ;254;2.9;3.1;OK
delegado 70: ;177;3.1;3.1;OK
delegado 71: ;174;3.1;3.1;OK
delegado 72: ;200;3.1;4.2;OK
delegado 73: ;165;4.2;4.2;OK
delegado 74: ;186;4.2;4.2;OK
delegado 75: ;189;4.2;3.7;OK
delegado 76: ;195;3.7;3.7;OK
delegado 77: ;209;3.7;3.7;OK
delegado 78: ;223;3.7;4.3;OK
delegado 79: ;180;4.3;4.3;OK
delegado 80: ;196;4.3;4.3;OK
delegado 81: ;594;2.1;0.6;OK
delegado 82: ;923;0.6;0.4;OK
delegado 83: ;1383;0.4;0.9;OK
delegado 84: ;180;0.9;0.9;OK
delegado 85: ;207;0.9;0.9;OK
delegado 86: ;243;3.8;3.8;OK
delegado 87: ;246;3.8;2.2;OK
delegado 88: ;212;2.2;2.2;OK
delegado 89: ;236;2.2;3.1;OK
delegado 90: ;192;3.1;3.1;OK
delegado 91: ;253;3.1;2.3;OK
delegado 92: ;195;2.3;2.3;OK
delegado 93: ;194;2.3;2.3;OK
delegado 94: ;159;2.3;5.8;OK
delegado 95: ;208;5.8;5.8;OK
delegado 96: ;193;5.8;5.8;OK
delegado 97: ;203;5.8;5.6;OK
delegado 98: ;218;5.6;5.6;OK
delegado 99: ;177;5.6;5.6;OK
delegado 100: ;235;5.6;2.1;OK
delegado 101: ;210;2.1;2.1;OK
delegado 102: ;164;2.1;2.1;OK
delegado 103: ;212;2.1;3.4;OK
