Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2306;26.0;30.9;OK
delegado 1: ;198;30.9;30.9;OK
delegado 2: ;229;30.9;30.9;OK
delegado 3: ;173;11.4;11.4;OK
delegado 4: ;171;11.4;11.4;OK
delegado 5: ;166;11.4;5.3;OK
delegado 6: ;230;5.3;5.3;OK
delegado 7: ;280;5.3;2.7;OK
delegado 8: ;188;2.7;2.7;OK
delegado 9: ;203;2.7;2.7;OK
delegado 10: ;205;2.7;5.0;OK
delegado 11: ;199;5.0;5.0;OK
delegado 12: ;157;5.0;5.0;OK
delegado 13: ;156;5.0;5.2;OK
delegado 14: ;257;5.2;5.2;OK
delegado 15: ;204;5.2;3.7;OK
delegado 16: ;222;3.7;3.7;OK
delegado 17: ;197;3.7;3.7;OK
delegado 18: ;218;7.7;7.7;OK
delegado 19: ;160;7.7;7.7;OK
delegado 20: ;143;7.7;3.2;OK
delegado 21: ;239;3.2;3.2;OK
delegado 22: ;210;3.2;4.6;OK
delegado 23: ;241;4.6;4.6;OK
delegado 24: ;219;4.6;3.0;OK
delegado 25: ;277;3.0;3.0;OK
delegado 26: ;184;3.0;1.5;OK
delegado 27: ;241;1.5;1.5;OK
delegado 28: ;163;1.5;1.5;OK
delegado 29: ;183;1.5;3.9;OK
delegado 30: ;217;3.9;3.9;OK
delegado 31: ;169;3.9;3.9;OK
delegado 32: ;247;3.9;2.7;OK
delegado 33: ;299;2.7;2.7;OK
delegado 34: ;164;2.7;4.4;OK
delegado 35: ;200;4.4;4.4;OK
delegado 36: ;174;4.4;4.4;OK
delegado 37: ;244;4.4;5.5;OK
delegado 38: ;214;5.5;5.5;OK
delegado 39: ;251;5.5;2.2;OK
delegado 40: ;188;2.2;2.2;OK
delegado 41: ;192;2.2;2.2;OK
delegado 42: ;239;2.2;2.2;OK
delegado 43: ;135;2.2;2.2;OK
delegado 44: ;147;2.2;2.2;OK
delegado 45: ;137;2.2;6.2;OK
delegado 46: ;190;6.2;6.2;OK
delegado 47: ;281;6.2;3.6;OK
delegado 48: ;159;3.6;3.6;OK
delegado 49: ;221;3.6;3.6;OK
delegado 50: ;223;3.6;3.9;OK
delegado 51: ;170;3.9;3.9;OK
delegado 52: ;216;3.9;3.9;OK
delegado 53: ;142;3.9;7.6;OK
delegado 54: ;194;7.6;7.6;OK
