Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1897;28.9;34.7;OK
delegado 2: ;166;34.7;34.7;OK
delegado 3: ;188;34.7;34.7;OK
delegado 4: ;178;34.7;4.4;OK
delegado 6: ;180;4.4;4.4;OK
delegado 7: ;224;4.4;3.7;OK
delegado 8: ;168;3.7;3.7;OK
delegado 9: ;142;3.7;3.7;OK
delegado 10: ;140;3.7;3.7;OK
delegado 11: ;146;3.7;3.7;OK
delegado 13: ;145;3.7;11.4;OK
delegado 14: ;252;11.4;11.4;OK
delegado 15: ;218;11.4;3.6;OK
delegado 16: ;179;3.6;3.6;OK
delegado 17: ;158;3.6;3.6;OK
delegado 18: ;225;3.6;4.1;OK
delegado 19: ;203;4.1;4.1;OK
delegado 20: ;199;4.1;4.1;OK
delegado 21: ;237;4.1;3.7;OK
delegado 22: ;145;3.7;3.7;OK
delegado 23: ;173;3.7;3.7;OK
delegado 24: ;197;3.7;5.8;OK
delegado 25: ;165;5.8;5.8;OK
delegado 26: ;141;5.8;5.8;OK
delegado 27: ;168;5.8;3.4;OK
delegado 28: ;172;3.4;3.4;OK
delegado 29: ;232;3.4;3.4;OK
delegado 30: ;163;3.4;1.7;OK
delegado 31: ;181;1.7;1.7;OK
delegado 32: ;187;1.7;1.7;OK
delegado 33: ;191;1.7;2.9;OK
delegado 34: ;162;2.9;2.9;OK
delegado 35: ;210;2.9;2.9;OK
delegado 36: ;185;2.9;6.6;OK
delegado 37: ;197;6.6;6.6;OK
delegado 38: ;145;6.6;6.6;OK
delegado 39: ;154;6.6;5.9;OK
delegado 40: ;155;5.9;5.9;OK
delegado 41: ;154;5.9;5.9;OK
delegado 42: ;154;5.9;4.2;OK
delegado 43: ;164;4.2;4.2;OK
delegado 44: ;174;4.2;4.2;OK
delegado 45: ;226;4.2;4.7;OK
delegado 46: ;561;4.7;0.5;OK
delegado 47: ;209;0.5;0.5;OK
delegado 48: ;185;0.5;0.5;OK
delegado 49: ;165;0.5;3.6;OK
delegado 50: ;163;3.6;3.6;OK
delegado 51: ;197;3.6;3.6;OK
delegado 52: ;158;3.6;6.4;OK
delegado 53: ;161;6.4;6.4;OK
delegado 54: ;146;6.4;6.4;OK
delegado 55: ;194;6.4;3.3;OK
delegado 56: ;280;3.3;3.3;OK
delegado 57: ;203;3.3;3.5;OK
delegado 58: ;140;3.5;3.5;OK
delegado 59: ;196;3.5;3.5;OK
delegado 60: ;143;3.5;4.7;OK
delegado 61: ;149;4.7;4.7;OK
delegado 62: ;273;4.7;4.7;OK
delegado 63: ;272;4.7;5.0;OK
delegado 64: ;191;5.0;5.0;OK
delegado 65: ;235;5.0;4.8;OK
delegado 66: ;155;4.8;4.8;OK
delegado 67: ;166;4.8;4.8;OK
delegado 68: ;154;4.8;9.4;OK
delegado 69: ;175;9.4;9.4;OK
delegado 70: ;187;9.4;9.4;OK
delegado 71: ;212;9.4;2.3;OK
delegado 72: ;149;2.3;2.3;OK
delegado 73: ;174;2.3;2.3;OK
delegado 74: ;179;2.3;5.9;OK
delegado 75: ;181;5.9;5.9;OK
delegado 76: ;185;5.9;5.9;OK
delegado 77: ;158;5.9;5.1;OK
delegado 78: ;148;5.1;5.1;OK
delegado 79: ;154;5.1;5.1;OK
