Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2024;15.0;31.6;OK
delegado 2: ;208;31.6;31.6;OK
delegado 3: ;178;31.6;31.6;OK
delegado 4: ;206;31.6;12.5;OK
delegado 5: ;157;12.5;12.5;OK
delegado 6: ;174;12.5;12.5;OK
delegado 7: ;249;12.5;3.5;OK
delegado 8: ;166;3.5;3.5;OK
delegado 9: ;171;3.5;3.5;OK
delegado 10: ;194;3.5;5.0;OK
delegado 11: ;190;5.0;5.0;OK
delegado 12: ;242;5.0;5.0;OK
delegado 13: ;224;5.9;5.9;OK
delegado 14: ;157;5.9;5.9;OK
delegado 15: ;201;5.9;4.7;OK
delegado 16: ;211;4.7;4.7;OK
delegado 17: ;207;4.7;4.7;OK
delegado 18: ;131;5.0;5.0;OK
delegado 19: ;159;5.0;5.0;OK
delegado 20: ;161;5.0;2.9;OK
delegado 21: ;193;2.9;2.9;OK
delegado 22: ;179;2.9;2.9;OK
delegado 23: ;185;2.9;7.2;OK
delegado 24: ;147;7.2;7.2;OK
delegado 25: ;204;7.2;7.2;OK
delegado 26: ;172;7.2;4.5;OK
delegado 27: ;152;4.5;4.5;OK
delegado 28: ;264;4.5;4.5;OK
delegado 29: ;177;4.5;4.0;OK
delegado 30: ;253;4.0;4.0;OK
delegado 31: ;192;4.0;3.1;OK
delegado 32: ;162;3.1;3.1;OK
delegado 33: ;219;3.1;3.1;OK
delegado 34: ;239;3.1;2.2;OK
delegado 35: ;185;2.2;2.2;OK
delegado 36: ;178;2.2;2.2;OK
delegado 37: ;166;2.2;3.7;OK
delegado 38: ;181;3.7;3.7;OK
delegado 39: ;190;3.7;3.7;OK
delegado 40: ;147;3.7;3.8;OK
delegado 41: ;157;3.8;3.8;OK
delegado 42: ;180;3.8;3.8;OK
delegado 43: ;188;3.8;4.4;OK
delegado 44: ;146;4.4;4.4;OK
delegado 45: ;141;4.4;4.4;OK
delegado 46: ;188;4.4;3.4;OK
delegado 47: ;207;3.4;3.4;OK
delegado 48: ;221;3.4;3.4;OK
delegado 49: ;145;7.7;7.7;OK
delegado 50: ;166;7.7;7.7;OK
delegado 51: ;169;7.7;7.0;OK
delegado 52: ;136;7.0;7.0;OK
delegado 53: ;208;7.0;7.0;OK
delegado 54: ;187;7.0;7.5;OK
delegado 55: ;179;7.5;7.5;OK
delegado 56: ;167;7.5;7.5;OK
delegado 57: ;485;7.5;4.6;OK
delegado 58: ;205;4.6;4.6;OK
delegado 59: ;195;4.6;4.6;OK
delegado 60: ;170;4.6;2.3;OK
delegado 61: ;158;2.3;2.3;OK
delegado 62: ;192;2.3;2.3;OK
delegado 63: ;212;2.3;7.2;OK
delegado 64: ;505;7.2;2.1;OK
delegado 65: ;179;2.1;2.1;OK
delegado 66: ;142;2.1;2.1;OK
delegado 67: ;145;2.1;4.9;OK
delegado 68: ;171;4.9;4.9;OK
delegado 69: ;141;4.9;4.9;OK
delegado 70: ;218;4.9;6.2;OK
delegado 71: ;154;6.2;6.2;OK
delegado 72: ;148;6.2;6.2;OK
delegado 73: ;156;6.2;7.1;OK
delegado 74: ;344;7.1;7.1;OK
delegado 75: ;188;7.1;2.6;OK
delegado 76: ;151;2.6;2.6;OK
delegado 77: ;200;2.6;2.6;OK
delegado 78: ;160;2.6;6.5;OK
delegado 79: ;952;6.5;0.7;OK
