Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1898;0.0;30.6;OK
delegado 2: ;150;30.6;30.6;OK
delegado 3: ;209;30.6;30.6;OK
delegado 4: ;187;30.6;11.6;OK
delegado 5: ;183;11.6;11.6;OK
delegado 6: ;153;11.6;11.6;OK
delegado 7: ;148;11.6;11.6;OK
delegado 8: ;154;11.6;11.6;OK
delegado 9: ;147;11.6;11.1;OK
delegado 11: ;132;11.1;11.1;OK
delegado 12: ;138;11.1;11.1;OK
delegado 13: ;226;11.1;6.0;OK
delegado 14: ;151;6.0;6.0;OK
delegado 15: ;175;6.0;6.0;OK
delegado 16: ;187;6.0;4.5;OK
delegado 17: ;162;4.5;4.5;OK
delegado 18: ;382;4.5;3.2;OK
delegado 19: ;196;3.2;3.2;OK
delegado 20: ;154;3.2;3.2;OK
delegado 21: ;170;3.2;4.5;OK
delegado 22: ;171;4.5;4.5;OK
delegado 23: ;169;4.5;4.5;OK
delegado 24: ;285;4.5;2.1;OK
delegado 25: ;249;2.1;2.1;OK
delegado 26: ;188;2.1;2.1;OK
delegado 27: ;155;3.8;3.8;OK
delegado 28: ;165;3.8;3.8;OK
delegado 29: ;148;3.8;4.3;OK
delegado 30: ;192;4.3;4.3;OK
delegado 31: ;259;4.3;3.0;OK
delegado 32: ;245;3.0;3.0;OK
delegado 33: ;407;3.0;3.2;OK
delegado 34: ;167;3.2;3.2;OK
delegado 35: ;150;3.2;3.2;OK
delegado 36: ;159;3.2;6.1;OK
delegado 37: ;195;6.1;6.1;OK
delegado 38: ;194;6.1;6.1;OK
delegado 39: ;114;6.1;5.8;OK
delegado 40: ;170;5.8;5.8;OK
delegado 41: ;176;5.8;5.8;OK
delegado 42: ;153;5.8;3.9;OK
delegado 43: ;176;3.9;3.9;OK
delegado 44: ;191;3.9;3.9;OK
delegado 45: ;149;3.9;5.7;OK
delegado 46: ;186;5.7;5.7;OK
delegado 47: ;157;5.7;5.7;OK
delegado 48: ;165;5.7;4.6;OK
delegado 49: ;133;4.6;4.6;OK
delegado 50: ;160;4.6;4.6;OK
delegado 51: ;172;4.6;9.9;OK
delegado 52: ;123;9.9;9.9;OK
delegado 53: ;152;9.9;9.9;OK
delegado 54: ;170;9.9;8.7;OK
delegado 55: ;169;8.7;8.7;OK
delegado 56: ;219;8.7;8.7;OK
delegado 57: ;245;8.7;3.2;OK
delegado 58: ;164;3.2;3.2;OK
delegado 59: ;157;3.2;3.2;OK
delegado 60: ;152;3.2;3.3;OK
delegado 61: ;143;3.3;3.3;OK
delegado 62: ;175;3.3;3.3;OK
delegado 63: ;153;3.3;7.0;OK
delegado 64: ;424;7.0;7.0;OK
delegado 65: ;163;7.0;3.0;OK
delegado 66: ;164;3.0;3.0;OK
delegado 67: ;169;3.0;3.0;OK
delegado 68: ;173;3.0;3.8;OK
delegado 69: ;147;3.8;3.8;OK
delegado 70: ;171;3.8;3.8;OK
delegado 71: ;176;3.8;4.0;OK
delegado 72: ;144;4.0;4.0;OK
delegado 73: ;165;4.0;4.0;OK
delegado 74: ;229;4.0;3.6;OK
delegado 75: ;185;3.6;3.6;OK
delegado 76: ;149;3.6;3.6;OK
delegado 77: ;158;3.6;5.3;OK
delegado 78: ;174;5.3;5.3;OK
delegado 79: ;191;5.3;5.3;OK
