Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2010;30.0;34.9;OK
delegado 2: ;158;34.9;34.9;OK
delegado 3: ;191;34.9;34.9;OK
delegado 5: ;125;5.8;5.8;OK
delegado 6: ;159;5.8;5.8;OK
delegado 7: ;188;5.8;6.4;OK
delegado 8: ;149;6.4;6.4;OK
delegado 9: ;160;6.4;6.4;OK
delegado 10: ;191;6.4;3.9;OK
delegado 11: ;172;3.9;3.9;OK
delegado 12: ;174;3.9;3.9;OK
delegado 13: ;178;3.9;4.4;OK
delegado 14: ;157;4.4;4.4;OK
delegado 15: ;232;4.4;4.4;OK
delegado 16: ;807;4.4;1.4;OK
delegado 17: ;195;1.4;1.4;OK
delegado 18: ;158;1.4;1.4;OK
delegado 19: ;204;1.4;3.6;OK
delegado 20: ;184;3.6;3.6;OK
delegado 21: ;189;3.6;3.6;OK
delegado 22: ;160;3.6;8.1;OK
delegado 23: ;150;8.1;8.1;OK
delegado 24: ;179;8.1;8.1;OK
delegado 25: ;147;8.1;4.8;OK
delegado 26: ;153;4.8;4.8;OK
delegado 27: ;157;4.8;4.8;OK
delegado 28: ;221;4.8;3.0;OK
delegado 29: ;181;3.0;3.0;OK
delegado 30: ;146;3.0;3.0;OK
delegado 31: ;160;3.0;2.0;OK
delegado 32: ;240;2.0;2.0;OK
delegado 33: ;151;2.0;2.0;OK
delegado 34: ;181;2.0;3.5;OK
delegado 35: ;217;3.5;3.5;OK
delegado 36: ;223;3.5;4.6;OK
delegado 37: ;153;4.6;4.6;OK
delegado 38: ;152;4.6;4.6;OK
delegado 39: ;136;4.6;2.9;OK
delegado 40: ;188;2.9;2.9;OK
delegado 41: ;196;2.9;2.9;OK
delegado 42: ;164;2.9;5.4;OK
delegado 43: ;181;5.4;5.4;OK
delegado 44: ;129;5.4;5.4;OK
delegado 45: ;171;5.4;6.8;OK
delegado 46: ;128;6.8;6.8;OK
delegado 47: ;147;6.8;6.8;OK
delegado 48: ;160;6.8;2.9;OK
delegado 49: ;183;2.9;2.9;OK
delegado 50: ;182;2.9;2.9;OK
delegado 51: ;176;2.9;6.7;OK
delegado 52: ;159;6.7;6.7;OK
delegado 53: ;132;6.7;6.7;OK
delegado 54: ;171;6.7;11.3;OK
delegado 55: ;255;11.3;11.3;OK
delegado 56: ;191;11.3;6.1;OK
delegado 57: ;139;6.1;6.1;OK
delegado 58: ;176;6.1;6.1;OK
delegado 59: ;243;6.1;5.8;OK
delegado 60: ;245;5.8;5.8;OK
delegado 61: ;163;5.8;5.8;OK
delegado 62: ;181;5.8;7.9;OK
delegado 63: ;131;7.9;7.9;OK
delegado 64: ;213;7.9;7.9;OK
delegado 65: ;155;7.9;3.9;OK
delegado 66: ;142;3.9;3.9;OK
delegado 67: ;138;3.9;3.9;OK
delegado 68: ;143;3.9;7.6;OK
delegado 69: ;150;7.6;7.6;OK
delegado 70: ;212;7.6;7.6;OK
delegado 71: ;154;7.6;4.5;OK
delegado 72: ;184;4.5;4.5;OK
delegado 73: ;204;4.5;4.5;OK
delegado 74: ;144;4.5;4.4;OK
delegado 75: ;122;4.4;4.4;OK
delegado 76: ;141;4.4;4.4;OK
delegado 77: ;156;4.4;6.9;OK
delegado 78: ;131;6.9;6.9;OK
delegado 79: ;194;6.9;6.9;OK
