Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1908;0.0;34.7;OK
delegado 2: ;300;34.7;34.7;OK
delegado 3: ;175;34.7;5.1;OK
delegado 5: ;155;5.1;5.1;OK
delegado 6: ;182;5.1;5.1;OK
delegado 7: ;196;5.1;5.2;OK
delegado 8: ;156;5.2;5.2;OK
delegado 9: ;211;5.2;5.2;OK
delegado 10: ;150;5.2;5.2;OK
delegado 11: ;173;5.2;5.2;OK
delegado 12: ;143;5.2;11.6;OK
delegado 13: ;162;11.6;11.6;OK
delegado 14: ;170;11.6;11.6;OK
delegado 15: ;397;11.6;4.5;OK
delegado 16: ;151;4.5;4.5;OK
delegado 17: ;159;4.5;4.5;OK
delegado 18: ;142;4.5;4.5;OK
delegado 19: ;168;4.5;4.5;OK
delegado 20: ;197;4.5;11.2;OK
delegado 22: ;159;11.2;11.2;OK
delegado 23: ;144;11.2;11.2;OK
delegado 24: ;144;11.2;5.4;OK
delegado 25: ;202;5.4;5.4;OK
delegado 26: ;145;5.4;5.4;OK
delegado 27: ;193;5.4;8.0;OK
delegado 28: ;188;8.0;8.0;OK
delegado 29: ;170;8.0;8.0;OK
delegado 30: ;169;8.0;3.7;OK
delegado 31: ;156;3.7;3.7;OK
delegado 32: ;207;3.7;3.7;OK
delegado 33: ;153;3.7;2.5;OK
delegado 34: ;132;2.5;2.5;OK
delegado 35: ;220;2.5;2.5;OK
delegado 36: ;224;2.5;5.2;OK
delegado 37: ;171;5.2;5.2;OK
delegado 38: ;194;5.2;5.2;OK
delegado 39: ;206;5.2;4.1;OK
delegado 40: ;209;4.1;4.1;OK
delegado 41: ;194;4.1;4.1;OK
delegado 42: ;156;4.1;6.6;OK
delegado 43: ;201;6.6;6.6;OK
delegado 44: ;257;6.6;1.5;OK
delegado 45: ;173;1.5;1.5;OK
delegado 46: ;176;1.5;1.5;OK
delegado 47: ;187;1.5;7.5;OK
delegado 48: ;257;7.5;7.5;OK
delegado 49: ;185;7.5;7.5;OK
delegado 50: ;195;4.5;4.5;OK
delegado 51: ;226;4.5;4.5;OK
delegado 52: ;128;4.5;6.9;OK
delegado 53: ;127;6.9;6.9;OK
delegado 54: ;196;6.9;6.9;OK
delegado 55: ;155;6.9;4.1;OK
delegado 56: ;315;4.1;4.1;OK
delegado 57: ;216;4.1;2.6;OK
delegado 58: ;211;2.6;2.6;OK
delegado 59: ;161;2.6;2.6;OK
delegado 60: ;154;2.6;8.8;OK
delegado 61: ;190;8.8;8.8;OK
delegado 62: ;168;8.8;8.8;OK
delegado 63: ;159;8.8;8.3;OK
delegado 64: ;155;8.3;8.3;OK
delegado 65: ;132;8.3;8.3;OK
delegado 66: ;175;8.3;4.2;OK
delegado 67: ;265;4.2;4.2;OK
delegado 68: ;141;4.2;4.2;OK
delegado 69: ;215;4.2;2.2;OK
delegado 70: ;161;2.2;2.2;OK
delegado 71: ;269;2.2;2.2;OK
delegado 72: ;159;5.3;5.3;OK
delegado 73: ;132;5.3;5.3;OK
delegado 74: ;165;5.3;4.4;OK
delegado 75: ;184;4.4;4.4;OK
delegado 76: ;140;4.4;4.4;OK
delegado 77: ;173;4.4;4.6;OK
delegado 78: ;131;4.6;4.6;OK
delegado 79: ;145;4.6;4.6;OK
