Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2086;31.2;34.0;OK
delegado 2: ;177;34.0;34.0;OK
delegado 3: ;169;34.0;34.0;OK
delegado 4: ;204;34.0;6.0;OK
delegado 5: ;218;6.0;6.0;OK
delegado 6: ;165;6.0;6.0;OK
delegado 7: ;270;6.0;5.8;OK
delegado 8: ;234;5.8;5.8;OK
delegado 9: ;177;5.8;5.8;OK
delegado 10: ;156;5.8;5.3;OK
delegado 11: ;172;5.3;5.3;OK
delegado 12: ;191;5.3;5.3;OK
delegado 13: ;147;5.3;5.2;OK
delegado 14: ;206;5.2;5.2;OK
delegado 15: ;186;5.2;5.2;OK
delegado 16: ;153;5.2;4.9;OK
delegado 17: ;214;4.9;4.9;OK
delegado 18: ;174;4.9;4.9;OK
delegado 19: ;229;4.9;6.0;OK
delegado 20: ;191;6.0;6.0;OK
delegado 21: ;212;6.0;6.0;OK
delegado 22: ;152;6.0;3.6;OK
delegado 23: ;199;3.6;3.6;OK
delegado 24: ;227;3.6;3.6;OK
delegado 25: ;152;5.4;5.4;OK
delegado 26: ;169;5.4;5.4;OK
delegado 27: ;156;5.4;3.5;OK
delegado 28: ;188;3.5;3.5;OK
delegado 29: ;237;3.5;3.5;OK
delegado 30: ;139;3.5;3.0;OK
delegado 31: ;198;3.0;3.0;OK
delegado 32: ;168;3.0;3.0;OK
delegado 33: ;152;3.0;4.4;OK
delegado 34: ;155;4.4;4.4;OK
delegado 35: ;159;4.4;4.4;OK
delegado 36: ;442;4.4;2.3;OK
delegado 37: ;161;2.3;2.3;OK
delegado 38: ;150;2.3;2.3;OK
delegado 39: ;157;2.3;4.1;OK
delegado 40: ;166;4.1;4.1;OK
delegado 41: ;156;4.1;4.1;OK
delegado 42: ;186;4.1;5.1;OK
delegado 43: ;176;5.1;5.1;OK
delegado 44: ;163;5.1;5.1;OK
delegado 45: ;162;5.1;3.9;OK
delegado 46: ;139;3.9;3.9;OK
delegado 47: ;236;3.9;3.9;OK
delegado 48: ;192;3.9;3.5;OK
delegado 49: ;148;3.5;3.5;OK
delegado 50: ;149;3.5;3.5;OK
delegado 51: ;182;3.5;9.0;OK
delegado 52: ;150;9.0;9.0;OK
delegado 53: ;119;9.0;9.0;OK
delegado 54: ;325;9.0;4.0;OK
delegado 55: ;149;4.0;4.0;OK
delegado 56: ;196;4.0;4.0;OK
delegado 57: ;156;4.0;6.6;OK
delegado 58: ;150;6.6;6.6;OK
delegado 59: ;257;6.6;6.6;OK
delegado 60: ;118;6.6;3.8;OK
delegado 61: ;144;3.8;3.8;OK
delegado 62: ;162;3.8;3.8;OK
delegado 63: ;154;3.8;7.2;OK
delegado 64: ;131;7.2;7.2;OK
delegado 65: ;206;7.2;7.2;OK
delegado 66: ;196;7.2;5.6;OK
delegado 67: ;155;5.6;5.6;OK
delegado 68: ;160;5.6;5.6;OK
delegado 69: ;191;5.6;4.5;OK
delegado 70: ;173;4.5;4.5;OK
delegado 71: ;163;4.5;4.5;OK
delegado 72: ;163;4.5;2.6;OK
delegado 73: ;187;2.6;2.6;OK
delegado 74: ;338;2.6;5.3;OK
delegado 75: ;158;5.3;5.3;OK
delegado 76: ;409;5.3;3.0;OK
delegado 77: ;189;3.0;3.0;OK
delegado 78: ;178;3.0;3.0;OK
delegado 79: ;142;3.0;6.4;OK
