Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1953;27.9;34.9;OK
delegado 1: ;232;34.9;34.9;OK
delegado 2: ;242;34.9;3.6;OK
delegado 3: ;317;3.6;3.6;OK
delegado 4: ;196;3.6;2.6;OK
delegado 5: ;252;2.6;2.6;OK
delegado 6: ;175;2.6;2.6;OK
delegado 7: ;217;7.7;7.7;OK
delegado 8: ;199;7.7;7.7;OK
delegado 9: ;178;7.7;5.2;OK
delegado 10: ;183;5.2;5.2;OK
delegado 11: ;173;5.2;5.2;OK
delegado 12: ;212;5.2;2.9;OK
delegado 13: ;210;2.9;2.9;OK
delegado 14: ;241;2.9;2.2;OK
delegado 15: ;266;2.2;2.2;OK
delegado 16: ;205;2.2;3.6;OK
delegado 17: ;194;3.6;3.6;OK
delegado 18: ;208;3.6;3.6;OK
delegado 19: ;277;3.6;4.0;OK
delegado 20: ;193;4.0;4.0;OK
delegado 21: ;213;4.0;4.0;OK
delegado 22: ;211;4.0;7.1;OK
delegado 23: ;243;7.1;7.1;OK
delegado 24: ;211;7.1;12.1;OK
delegado 25: ;213;12.1;12.1;OK
delegado 26: ;230;12.1;12.1;OK
delegado 27: ;209;4.5;4.5;OK
delegado 28: ;272;4.5;1.4;OK
delegado 29: ;186;1.4;1.4;OK
delegado 30: ;168;1.4;1.4;OK
delegado 31: ;166;1.4;3.2;OK
delegado 32: ;211;3.2;3.2;OK
delegado 33: ;285;3.2;3.5;OK
delegado 34: ;215;3.5;3.5;OK
delegado 35: ;187;3.5;3.5;OK
delegado 36: ;200;3.5;3.4;OK
delegado 37: ;252;3.4;3.4;OK
delegado 38: ;159;3.4;3.4;OK
delegado 39: ;182;3.4;3.4;OK
delegado 40: ;152;3.4;3.4;OK
delegado 41: ;161;3.4;3.4;OK
delegado 42: ;204;3.4;5.8;OK
delegado 43: ;195;5.8;5.8;OK
delegado 44: ;152;5.8;5.8;OK
delegado 45: ;197;5.8;2.4;OK
delegado 46: ;157;2.4;2.4;OK
delegado 47: ;217;2.4;2.4;OK
delegado 48: ;179;2.4;3.6;OK
delegado 49: ;158;3.6;3.6;OK
delegado 50: ;236;3.6;3.6;OK
delegado 51: ;155;3.6;6.7;OK
delegado 52: ;199;6.7;6.7;OK
delegado 53: ;118;6.7;6.7;OK
delegado 54: ;177;6.7;11.2;OK
delegado 55: ;221;11.2;11.2;OK
delegado 56: ;220;11.2;11.2;OK
delegado 57: ;196;4.5;4.5;OK
delegado 58: ;226;4.5;4.5;OK
delegado 59: ;162;4.5;5.3;OK
delegado 60: ;163;5.3;5.3;OK
delegado 61: ;156;5.3;5.3;OK
delegado 62: ;174;5.3;7.4;OK
delegado 63: ;204;7.4;7.4;OK
delegado 64: ;159;7.4;7.4;OK
delegado 65: ;171;7.4;3.1;OK
delegado 66: ;217;3.1;3.1;OK
delegado 67: ;204;3.1;3.1;OK
delegado 68: ;161;3.9;3.9;OK
delegado 69: ;140;3.9;3.9;OK
delegado 70: ;257;3.9;3.7;OK
delegado 71: ;176;3.7;3.7;OK
delegado 72: ;191;3.7;3.7;OK
delegado 73: ;164;3.7;3.7;OK
delegado 74: ;151;3.7;3.7;OK
delegado 75: ;157;3.7;3.7;OK
delegado 76: ;215;3.7;6.4;OK
delegado 77: ;222;6.4;6.4;OK
delegado 78: ;195;6.4;6.4;OK
delegado 79: ;235;6.4;2.1;OK
