Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1957;26.0;34.4;OK
delegado 1: ;197;34.4;34.4;OK
delegado 2: ;250;34.4;4.5;OK
delegado 3: ;194;4.5;4.5;OK
delegado 4: ;233;4.5;4.5;OK
delegado 5: ;192;9.7;9.7;OK
delegado 6: ;192;9.7;9.7;OK
delegado 7: ;219;9.7;2.3;OK
delegado 8: ;278;2.3;2.3;OK
delegado 9: ;318;2.3;4.7;OK
delegado 10: ;186;4.7;4.7;OK
delegado 11: ;294;4.7;3.6;OK
delegado 12: ;199;3.6;3.6;OK
delegado 13: ;187;3.6;3.6;OK
delegado 14: ;199;3.6;2.9;OK
delegado 15: ;247;2.9;2.9;OK
delegado 16: ;190;2.9;5.4;OK
delegado 17: ;240;5.4;5.4;OK
delegado 18: ;188;5.4;5.4;OK
delegado 19: ;195;4.6;4.6;OK
delegado 20: ;178;4.6;4.6;OK
delegado 21: ;206;4.6;1.8;OK
delegado 22: ;224;1.8;1.8;OK
delegado 23: ;203;1.8;1.8;OK
delegado 24: ;205;8.4;8.4;OK
delegado 25: ;200;8.4;8.4;OK
delegado 26: ;212;8.4;3.9;OK
delegado 27: ;229;3.9;3.9;OK
delegado 28: ;220;3.9;2.3;OK
delegado 29: ;184;2.3;2.3;OK
delegado 30: ;220;2.3;2.3;OK
delegado 31: ;171;2.3;4.7;OK
delegado 32: ;239;4.7;4.7;OK
delegado 33: ;268;4.7;4.7;OK
delegado 34: ;239;4.7;4.7;OK
delegado 35: ;220;4.7;3.8;OK
delegado 36: ;191;3.8;3.8;OK
delegado 37: ;263;3.8;3.0;OK
delegado 38: ;167;3.0;3.0;OK
delegado 39: ;204;3.0;3.0;OK
delegado 40: ;173;3.0;1.8;OK
delegado 41: ;270;1.8;1.8;OK
delegado 42: ;208;1.8;1.4;OK
delegado 43: ;249;1.4;1.4;OK
delegado 44: ;211;1.4;4.5;OK
delegado 45: ;194;4.5;4.5;OK
delegado 46: ;212;4.5;4.5;OK
delegado 47: ;281;4.5;3.5;OK
delegado 48: ;199;3.5;3.5;OK
delegado 49: ;255;3.5;3.0;OK
delegado 50: ;200;3.0;3.0;OK
delegado 51: ;174;3.0;3.0;OK
delegado 52: ;144;3.0;7.7;OK
delegado 53: ;190;7.7;7.7;OK
delegado 54: ;304;7.7;1.3;OK
delegado 55: ;177;1.3;1.3;OK
delegado 56: ;341;1.3;3.3;OK
delegado 57: ;416;3.3;3.3;OK
delegado 58: ;221;3.3;2.8;OK
delegado 59: ;590;2.8;2.5;OK
delegado 60: ;431;2.5;2.5;OK
delegado 61: ;168;2.5;5.3;OK
delegado 62: ;156;5.3;5.3;OK
delegado 63: ;247;5.3;5.3;OK
delegado 64: ;278;5.3;2.0;OK
delegado 65: ;172;2.0;2.0;OK
delegado 66: ;230;2.0;2.0;OK
delegado 67: ;179;2.0;3.5;OK
delegado 68: ;230;3.5;3.5;OK
delegado 69: ;197;3.5;3.5;OK
delegado 70: ;352;3.8;3.8;OK
delegado 71: ;228;3.8;1.8;OK
delegado 72: ;255;1.8;1.8;OK
delegado 73: ;196;1.8;3.8;OK
delegado 74: ;166;3.8;3.8;OK
delegado 75: ;237;3.8;3.8;OK
delegado 76: ;206;3.8;6.1;OK
delegado 77: ;250;6.1;6.1;OK
delegado 78: ;181;6.1;6.1;OK
delegado 79: ;241;3.7;3.7;OK
