Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1989;27.9;34.3;OK
delegado 1: ;235;34.3;34.3;OK
delegado 2: ;277;34.3;1.3;OK
delegado 3: ;1103;1.3;1.0;OK
delegado 4: ;900;1.0;1.2;OK
delegado 5: ;626;1.2;1.1;OK
delegado 6: ;256;1.1;1.1;OK
delegado 7: ;783;1.1;2.1;OK
delegado 8: ;333;2.1;2.1;OK
delegado 9: ;219;2.1;3.1;OK
delegado 10: ;204;3.1;3.1;OK
delegado 11: ;247;3.1;3.0;OK
delegado 12: ;218;3.0;3.0;OK
delegado 13: ;217;3.0;3.0;OK
delegado 14: ;230;6.0;6.0;OK
delegado 15: ;211;6.0;6.0;OK
delegado 16: ;241;6.0;2.6;OK
delegado 17: ;182;2.6;2.6;OK
delegado 18: ;209;2.6;2.6;OK
delegado 19: ;199;2.6;5.0;OK
delegado 20: ;211;5.0;5.0;OK
delegado 21: ;185;5.0;5.0;OK
delegado 22: ;227;5.0;4.2;OK
delegado 23: ;236;4.2;4.2;OK
delegado 24: ;245;4.2;5.7;OK
delegado 25: ;195;5.7;5.7;OK
delegado 26: ;169;5.7;5.7;OK
delegado 27: ;243;5.7;1.6;OK
delegado 28: ;216;1.6;1.6;OK
delegado 29: ;222;1.6;1.6;OK
delegado 30: ;237;3.7;3.7;OK
delegado 31: ;178;3.7;3.7;OK
delegado 32: ;181;3.7;4.0;OK
delegado 33: ;203;4.0;4.0;OK
delegado 34: ;189;4.0;4.0;OK
delegado 35: ;176;4.0;5.3;OK
delegado 36: ;256;5.3;5.3;OK
delegado 37: ;190;5.3;3.8;OK
delegado 38: ;187;3.8;3.8;OK
delegado 39: ;179;3.8;3.8;OK
delegado 40: ;163;3.8;3.8;OK
delegado 41: ;270;3.8;3.8;OK
delegado 42: ;228;3.8;4.9;OK
delegado 43: ;206;4.9;4.9;OK
delegado 44: ;178;4.9;4.9;OK
delegado 45: ;185;4.9;4.7;OK
delegado 46: ;199;4.7;4.7;OK
delegado 47: ;218;4.7;4.7;OK
delegado 48: ;200;4.7;3.8;OK
delegado 49: ;239;3.8;3.8;OK
delegado 50: ;222;3.8;4.5;OK
delegado 51: ;198;4.5;4.5;OK
delegado 52: ;156;4.5;4.5;OK
delegado 53: ;209;4.5;6.6;OK
delegado 54: ;168;6.6;6.6;OK
delegado 55: ;218;6.6;6.6;OK
delegado 56: ;180;6.6;5.3;OK
delegado 57: ;170;5.3;5.3;OK
delegado 58: ;203;5.3;5.3;OK
delegado 59: ;213;5.3;3.4;OK
delegado 60: ;323;3.4;3.4;OK
delegado 61: ;215;3.4;6.5;OK
delegado 62: ;205;6.5;6.5;OK
delegado 63: ;167;6.5;6.5;OK
delegado 64: ;153;6.5;2.5;OK
delegado 65: ;260;2.5;2.5;OK
delegado 66: ;197;2.5;2.2;OK
delegado 67: ;273;2.2;2.2;OK
delegado 68: ;150;2.2;2.2;OK
delegado 69: ;193;4.6;4.6;OK
delegado 70: ;162;4.6;4.6;OK
delegado 71: ;163;4.6;4.0;OK
delegado 72: ;367;4.0;4.0;OK
delegado 73: ;200;4.0;3.1;OK
delegado 74: ;166;3.1;3.1;OK
delegado 75: ;230;3.1;3.1;OK
delegado 76: ;240;3.1;4.3;OK
delegado 77: ;168;4.3;4.3;OK
delegado 78: ;177;4.3;4.3;OK
delegado 79: ;156;4.3;5.3;OK
