Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1802;26.0;34.8;OK
delegado 1: ;203;34.8;34.8;OK
delegado 2: ;218;34.8;34.8;OK
delegado 3: ;161;34.8;6.9;OK
delegado 4: ;221;6.9;6.9;OK
delegado 5: ;177;6.9;6.9;OK
delegado 6: ;153;6.9;5.4;OK
delegado 7: ;148;5.4;5.4;OK
delegado 8: ;159;5.4;5.4;OK
delegado 9: ;172;5.4;4.1;OK
delegado 10: ;152;4.1;4.1;OK
delegado 11: ;160;4.1;4.1;OK
delegado 12: ;164;4.1;8.2;OK
delegado 13: ;147;8.2;8.2;OK
delegado 14: ;176;8.2;8.2;OK
delegado 15: ;153;8.2;4.0;OK
delegado 16: ;254;4.0;4.0;OK
delegado 17: ;153;4.0;4.0;OK
delegado 18: ;143;4.0;6.6;OK
delegado 19: ;146;6.6;6.6;OK
delegado 20: ;170;6.6;6.6;OK
delegado 21: ;185;6.6;5.2;OK
delegado 22: ;149;5.2;5.2;OK
delegado 23: ;190;5.2;5.2;OK
delegado 24: ;144;5.2;6.7;OK
delegado 25: ;193;6.7;6.7;OK
delegado 26: ;164;6.7;6.7;OK
delegado 27: ;151;6.7;4.5;OK
delegado 28: ;211;4.5;4.5;OK
delegado 29: ;198;4.5;4.5;OK
delegado 30: ;175;4.5;4.0;OK
delegado 31: ;156;4.0;4.0;OK
delegado 32: ;147;4.0;4.0;OK
delegado 33: ;167;4.0;4.2;OK
delegado 34: ;183;4.2;4.2;OK
delegado 35: ;143;4.2;4.2;OK
delegado 36: ;141;4.2;8.4;OK
delegado 37: ;204;8.4;8.4;OK
delegado 38: ;130;8.4;8.4;OK
delegado 39: ;195;8.4;3.7;OK
delegado 40: ;179;3.7;3.7;OK
delegado 41: ;165;3.7;3.7;OK
delegado 42: ;167;3.7;5.8;OK
delegado 43: ;185;5.8;5.8;OK
delegado 44: ;175;5.8;5.8;OK
delegado 45: ;155;5.8;5.1;OK
delegado 46: ;214;5.1;5.1;OK
delegado 47: ;169;5.1;5.1;OK
delegado 48: ;257;5.1;3.7;OK
delegado 49: ;178;3.7;3.7;OK
delegado 50: ;156;3.7;3.7;OK
delegado 51: ;165;3.7;5.2;OK
delegado 52: ;183;5.2;5.2;OK
delegado 53: ;111;5.2;5.2;OK
delegado 54: ;146;5.2;6.6;OK
delegado 55: ;154;6.6;6.6;OK
delegado 56: ;160;6.6;6.6;OK
delegado 57: ;140;6.6;2.8;OK
delegado 58: ;169;2.8;2.8;OK
delegado 59: ;146;2.8;2.8;OK
delegado 60: ;151;2.8;6.2;OK
delegado 61: ;197;6.2;6.2;OK
delegado 62: ;181;6.2;6.2;OK
delegado 63: ;155;6.2;8.7;OK
delegado 64: ;145;8.7;8.7;OK
delegado 65: ;224;8.7;8.7;OK
delegado 66: ;157;8.7;4.4;OK
delegado 67: ;136;4.4;4.4;OK
delegado 68: ;146;4.4;4.4;OK
delegado 69: ;145;4.4;6.0;OK
delegado 70: ;174;6.0;6.0;OK
delegado 71: ;140;6.0;6.0;OK
delegado 72: ;236;6.0;2.4;OK
delegado 73: ;191;2.4;2.4;OK
delegado 74: ;127;2.4;2.4;OK
delegado 75: ;172;2.4;7.1;OK
delegado 76: ;149;7.1;7.1;OK
delegado 77: ;165;7.1;7.1;OK
delegado 78: ;167;7.1;5.4;OK
delegado 79: ;187;5.4;5.4;OK
