Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2063;26.1;33.4;OK
delegado 1: ;200;33.4;33.4;OK
delegado 2: ;269;33.4;3.6;OK
delegado 3: ;264;3.6;3.6;OK
delegado 4: ;191;3.6;3.7;OK
delegado 5: ;192;3.7;3.7;OK
delegado 6: ;227;3.7;3.7;OK
delegado 7: ;164;3.7;4.6;OK
delegado 8: ;221;4.6;4.6;OK
delegado 9: ;194;4.6;4.6;OK
delegado 10: ;211;4.6;4.3;OK
delegado 11: ;191;4.3;4.3;OK
delegado 12: ;192;4.3;4.3;OK
delegado 13: ;176;4.3;4.2;OK
delegado 14: ;247;4.2;4.2;OK
delegado 15: ;224;4.2;2.9;OK
delegado 16: ;248;2.9;2.9;OK
delegado 17: ;205;2.9;5.3;OK
delegado 18: ;192;5.3;5.3;OK
delegado 19: ;187;5.3;5.3;OK
delegado 20: ;251;5.3;1.6;OK
delegado 21: ;195;1.6;1.6;OK
delegado 22: ;177;1.6;1.6;OK
delegado 23: ;187;1.6;7.2;OK
delegado 24: ;157;7.2;7.2;OK
delegado 25: ;139;7.2;7.2;OK
delegado 26: ;171;7.2;4.9;OK
delegado 27: ;180;4.9;4.9;OK
delegado 28: ;176;4.9;4.9;OK
delegado 29: ;169;4.9;4.4;OK
delegado 30: ;210;4.4;4.4;OK
delegado 31: ;242;4.4;4.5;OK
delegado 32: ;202;4.5;4.5;OK
delegado 33: ;190;4.5;4.5;OK
delegado 34: ;172;4.5;5.9;OK
delegado 35: ;186;5.9;5.9;OK
delegado 36: ;199;5.9;5.9;OK
delegado 37: ;221;5.9;2.2;OK
delegado 38: ;291;2.2;2.2;OK
delegado 39: ;238;2.2;3.9;OK
delegado 40: ;194;3.9;3.9;OK
delegado 41: ;224;3.9;3.9;OK
delegado 42: ;218;3.8;3.8;OK
delegado 43: ;205;3.8;3.8;OK
delegado 44: ;189;3.8;4.0;OK
delegado 45: ;180;4.0;4.0;OK
delegado 46: ;219;4.0;4.0;OK
delegado 47: ;217;4.0;2.7;OK
delegado 48: ;192;2.7;2.7;OK
delegado 49: ;208;2.7;2.7;OK
delegado 50: ;179;2.7;2.3;OK
delegado 51: ;345;2.3;2.3;OK
delegado 52: ;167;2.3;6.1;OK
delegado 53: ;198;6.1;6.1;OK
delegado 54: ;222;6.1;6.1;OK
delegado 55: ;164;6.1;2.3;OK
delegado 56: ;178;2.3;2.3;OK
delegado 57: ;491;2.3;2.1;OK
delegado 58: ;189;2.1;2.1;OK
delegado 59: ;219;2.1;2.1;OK
delegado 60: ;227;2.1;3.7;OK
delegado 61: ;198;3.7;3.7;OK
delegado 62: ;132;3.7;3.7;OK
delegado 63: ;216;3.7;6.2;OK
delegado 64: ;161;6.2;6.2;OK
delegado 65: ;214;6.2;6.2;OK
delegado 66: ;190;6.2;4.8;OK
delegado 67: ;182;4.8;4.8;OK
delegado 68: ;168;4.8;4.8;OK
delegado 69: ;217;4.8;3.5;OK
delegado 70: ;185;3.5;3.5;OK
delegado 71: ;148;3.5;3.5;OK
delegado 72: ;187;3.5;4.5;OK
delegado 73: ;192;4.5;4.5;OK
delegado 74: ;263;4.5;5.2;OK
delegado 75: ;198;5.2;5.2;OK
delegado 76: ;178;5.2;5.2;OK
delegado 77: ;239;5.2;3.9;OK
delegado 78: ;193;3.9;3.9;OK
delegado 79: ;164;3.9;3.9;OK
