Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1874;26.0;31.6;OK
delegado 1: ;202;31.6;31.6;OK
delegado 2: ;202;31.6;31.6;OK
delegado 3: ;160;31.6;4.1;OK
delegado 4: ;145;4.1;4.1;OK
delegado 5: ;169;4.1;4.1;OK
delegado 6: ;184;4.1;5.9;OK
delegado 7: ;185;5.9;5.9;OK
delegado 8: ;178;5.9;5.9;OK
delegado 9: ;186;5.9;6.1;OK
delegado 10: ;151;6.1;6.1;OK
delegado 11: ;174;6.1;6.1;OK
delegado 12: ;159;6.1;6.1;OK
delegado 13: ;181;6.1;6.1;OK
delegado 14: ;197;6.1;6.1;OK
delegado 15: ;171;6.1;4.8;OK
delegado 16: ;237;4.8;4.8;OK
delegado 17: ;148;4.8;4.8;OK
delegado 18: ;189;4.8;6.9;OK
delegado 19: ;161;6.9;6.9;OK
delegado 20: ;160;6.9;6.9;OK
delegado 21: ;260;6.9;3.5;OK
delegado 22: ;173;3.5;3.5;OK
delegado 23: ;187;3.5;3.5;OK
delegado 24: ;162;3.5;7.0;OK
delegado 25: ;198;7.0;7.0;OK
delegado 26: ;141;7.0;7.0;OK
delegado 27: ;208;7.0;2.4;OK
delegado 28: ;193;2.4;2.4;OK
delegado 29: ;161;2.4;2.4;OK
delegado 30: ;151;2.4;4.5;OK
delegado 31: ;169;4.5;4.5;OK
delegado 32: ;152;4.5;4.5;OK
delegado 33: ;162;4.5;3.4;OK
delegado 34: ;161;3.4;3.4;OK
delegado 35: ;178;3.4;3.4;OK
delegado 36: ;150;3.4;4.0;OK
delegado 37: ;172;4.0;4.0;OK
delegado 38: ;155;4.0;4.0;OK
delegado 39: ;154;4.0;4.1;OK
delegado 40: ;173;4.1;4.1;OK
delegado 41: ;189;4.1;4.1;OK
delegado 42: ;142;4.1;3.9;OK
delegado 43: ;160;3.9;3.9;OK
delegado 44: ;143;3.9;3.9;OK
delegado 45: ;176;3.9;3.4;OK
delegado 46: ;132;3.4;3.4;OK
delegado 47: ;148;3.4;3.4;OK
delegado 48: ;188;3.4;4.2;OK
delegado 49: ;193;4.2;4.2;OK
delegado 50: ;155;4.2;4.2;OK
delegado 51: ;152;4.2;8.7;OK
delegado 52: ;153;8.7;8.7;OK
delegado 53: ;162;8.7;8.7;OK
delegado 54: ;153;8.7;5.6;OK
delegado 55: ;159;5.6;5.6;OK
delegado 56: ;133;5.6;5.6;OK
delegado 57: ;180;5.6;4.9;OK
delegado 58: ;147;4.9;4.9;OK
delegado 59: ;160;4.9;4.9;OK
delegado 60: ;150;4.9;7.1;OK
delegado 61: ;176;7.1;7.1;OK
delegado 62: ;152;7.1;7.1;OK
delegado 63: ;170;7.1;11.1;OK
delegado 64: ;113;11.1;11.1;OK
delegado 65: ;137;11.1;11.1;OK
delegado 66: ;141;11.1;11.1;OK
delegado 67: ;149;11.1;3.5;OK
delegado 68: ;145;3.5;3.5;OK
delegado 69: ;127;3.5;3.5;OK
delegado 70: ;161;3.5;5.1;OK
delegado 71: ;121;5.1;5.1;OK
delegado 72: ;190;5.1;5.1;OK
delegado 73: ;176;5.1;6.1;OK
delegado 74: ;159;6.1;6.1;OK
delegado 75: ;178;6.1;6.1;OK
delegado 76: ;144;6.1;6.1;OK
delegado 77: ;131;6.1;6.1;OK
delegado 78: ;139;6.1;6.1;OK
delegado 79: ;138;6.1;6.1;OK
