Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1912;26.0;31.8;OK
delegado 1: ;250;31.8;31.8;OK
delegado 2: ;228;31.8;2.7;OK
delegado 3: ;257;2.7;2.7;OK
delegado 4: ;165;2.7;2.7;OK
delegado 5: ;235;4.6;4.6;OK
delegado 6: ;323;4.6;2.6;OK
delegado 7: ;184;2.6;2.6;OK
delegado 8: ;213;1.4;1.4;OK
delegado 9: ;211;1.4;1.4;OK
delegado 10: ;274;1.4;3.5;OK
delegado 11: ;210;3.5;3.5;OK
delegado 12: ;160;3.5;3.5;OK
delegado 13: ;207;3.5;4.0;OK
delegado 14: ;210;4.0;4.0;OK
delegado 15: ;175;4.0;4.0;OK
delegado 16: ;221;4.0;3.9;OK
delegado 17: ;270;3.9;3.9;OK
delegado 18: ;249;3.9;2.6;OK
delegado 19: ;214;2.6;2.6;OK
delegado 20: ;180;2.6;2.6;OK
delegado 21: ;175;2.6;5.3;OK
delegado 22: ;193;5.3;5.3;OK
delegado 23: ;164;5.3;5.3;OK
delegado 24: ;267;5.3;5.4;OK
delegado 25: ;269;5.4;5.4;OK
delegado 26: ;324;5.4;4.7;OK
delegado 27: ;235;4.7;4.7;OK
delegado 28: ;190;4.7;4.7;OK
delegado 29: ;210;3.8;3.8;OK
delegado 30: ;190;3.8;3.8;OK
delegado 31: ;211;3.8;1.7;OK
delegado 32: ;169;1.7;1.7;OK
delegado 33: ;216;1.7;1.7;OK
delegado 34: ;244;1.7;3.2;OK
delegado 35: ;162;3.2;3.2;OK
delegado 36: ;179;3.2;3.2;OK
delegado 37: ;312;3.2;2.6;OK
delegado 38: ;386;2.6;2.6;OK
delegado 39: ;218;2.6;4.1;OK
delegado 40: ;218;4.1;4.1;OK
delegado 41: ;197;4.1;4.1;OK
delegado 42: ;208;4.6;4.6;OK
delegado 43: ;160;4.6;4.6;OK
delegado 44: ;1180;4.6;0.9;OK
delegado 45: ;263;0.9;0.9;OK
delegado 46: ;154;0.9;0.9;OK
delegado 47: ;196;0.9;3.3;OK
delegado 48: ;194;3.3;3.3;OK
delegado 49: ;176;3.3;3.3;OK
delegado 50: ;168;3.3;4.3;OK
delegado 51: ;211;4.3;4.3;OK
delegado 52: ;166;4.3;4.3;OK
delegado 53: ;256;4.3;8.1;OK
delegado 54: ;207;8.1;8.1;OK
delegado 55: ;287;8.1;4.1;OK
delegado 56: ;180;4.1;4.1;OK
delegado 57: ;152;4.1;4.1;OK
delegado 58: ;193;4.1;3.8;OK
delegado 59: ;172;3.8;3.8;OK
delegado 60: ;164;3.8;3.8;OK
delegado 61: ;176;3.8;5.1;OK
delegado 62: ;206;5.1;5.1;OK
delegado 63: ;224;5.1;5.1;OK
delegado 64: ;176;5.2;5.2;OK
delegado 65: ;180;5.2;5.2;OK
delegado 66: ;173;5.2;3.2;OK
delegado 67: ;182;3.2;3.2;OK
delegado 68: ;171;3.2;3.2;OK
delegado 69: ;185;3.2;3.7;OK
delegado 70: ;257;3.7;3.7;OK
delegado 71: ;177;3.7;3.7;OK
delegado 72: ;183;3.8;3.8;OK
delegado 73: ;170;3.8;3.8;OK
delegado 74: ;221;3.8;4.8;OK
delegado 75: ;248;4.8;4.8;OK
delegado 76: ;856;4.8;1.0;OK
delegado 77: ;179;1.0;1.0;OK
delegado 78: ;184;1.0;1.0;OK
delegado 79: ;213;1.0;3.5;OK
