Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1999;27.8;37.2;OK
delegado 1: ;284;37.2;37.2;OK
delegado 2: ;215;37.2;2.0;OK
delegado 3: ;209;2.0;2.0;OK
delegado 4: ;176;2.0;2.0;OK
delegado 5: ;245;2.0;3.2;OK
delegado 6: ;175;3.2;3.2;OK
delegado 7: ;257;3.2;3.2;OK
delegado 8: ;275;4.5;4.5;OK
delegado 9: ;310;4.5;2.4;OK
delegado 10: ;202;2.4;2.4;OK
delegado 11: ;211;2.4;2.4;OK
delegado 12: ;178;2.4;2.2;OK
delegado 13: ;175;2.2;2.2;OK
delegado 14: ;219;2.2;2.2;OK
delegado 15: ;193;2.2;3.4;OK
delegado 16: ;214;3.4;3.4;OK
delegado 17: ;284;3.4;4.1;OK
delegado 18: ;173;4.1;4.1;OK
delegado 19: ;211;4.1;4.1;OK
delegado 20: ;264;4.1;3.6;OK
delegado 21: ;229;3.6;3.6;OK
delegado 22: ;212;3.6;4.6;OK
delegado 23: ;226;4.6;4.6;OK
delegado 24: ;175;4.6;4.6;OK
delegado 25: ;273;4.6;4.0;OK
delegado 26: ;186;4.0;4.0;OK
delegado 27: ;274;4.0;2.9;OK
delegado 28: ;207;2.9;2.9;OK
delegado 29: ;181;2.9;2.9;OK
delegado 30: ;157;2.9;1.8;OK
delegado 31: ;172;1.8;1.8;OK
delegado 32: ;194;1.8;1.8;OK
delegado 33: ;193;1.8;4.2;OK
delegado 34: ;234;4.2;4.2;OK
delegado 35: ;174;4.2;4.2;OK
delegado 36: ;181;4.2;4.0;OK
delegado 37: ;208;4.0;4.0;OK
delegado 38: ;185;4.0;4.0;OK
delegado 39: ;179;4.0;4.1;OK
delegado 40: ;291;4.1;4.1;OK
delegado 41: ;230;4.1;2.6;OK
delegado 42: ;294;2.6;2.6;OK
delegado 43: ;211;2.6;2.7;OK
delegado 44: ;179;2.7;2.7;OK
delegado 45: ;309;2.7;3.5;OK
delegado 46: ;180;3.5;3.5;OK
delegado 47: ;238;3.5;3.5;OK
delegado 48: ;163;3.5;3.4;OK
delegado 49: ;171;3.4;3.4;OK
delegado 50: ;199;3.4;3.4;OK
delegado 51: ;183;3.4;7.2;OK
delegado 52: ;119;7.2;7.2;OK
delegado 53: ;197;7.2;7.2;OK
delegado 54: ;192;7.2;3.9;OK
delegado 55: ;276;3.9;3.9;OK
delegado 56: ;194;3.9;1.4;OK
delegado 57: ;251;1.4;1.4;OK
delegado 58: ;285;1.4;6.1;OK
delegado 59: ;171;6.1;6.1;OK
delegado 60: ;186;6.1;6.1;OK
delegado 61: ;240;6.1;6.8;OK
delegado 62: ;122;6.8;6.8;OK
delegado 63: ;154;6.8;6.8;OK
delegado 64: ;187;6.8;4.2;OK
delegado 65: ;137;4.2;4.2;OK
delegado 66: ;172;4.2;4.2;OK
delegado 67: ;196;4.2;4.6;OK
delegado 68: ;202;4.6;4.6;OK
delegado 69: ;168;4.6;4.6;OK
delegado 70: ;167;4.6;3.1;OK
delegado 71: ;166;3.1;3.1;OK
delegado 72: ;152;3.1;3.1;OK
delegado 73: ;245;3.1;3.5;OK
delegado 74: ;160;3.5;3.5;OK
delegado 75: ;171;3.5;3.5;OK
delegado 76: ;205;3.5;5.6;OK
delegado 77: ;204;5.6;5.6;OK
delegado 78: ;172;5.6;5.6;OK
delegado 79: ;163;5.6;2.5;OK
