Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2271;0.0;31.6;OK
delegado 2: ;210;31.6;31.6;OK
delegado 3: ;249;31.6;8.2;OK
delegado 4: ;165;8.2;8.2;OK
delegado 5: ;215;8.2;8.2;OK
delegado 6: ;149;8.2;5.5;OK
delegado 7: ;155;5.5;5.5;OK
delegado 8: ;194;5.5;5.5;OK
delegado 9: ;161;5.5;5.7;OK
delegado 10: ;166;5.7;5.7;OK
delegado 11: ;173;5.7;5.7;OK
delegado 12: ;173;5.7;10.7;OK
delegado 13: ;169;10.7;10.7;OK
delegado 14: ;162;10.7;10.7;OK
delegado 15: ;164;10.7;6.5;OK
delegado 16: ;177;6.5;6.5;OK
delegado 17: ;181;6.5;6.5;OK
delegado 18: ;181;6.5;4.9;OK
delegado 19: ;154;4.9;4.9;OK
delegado 20: ;182;4.9;4.9;OK
delegado 21: ;198;4.9;11.8;OK
delegado 22: ;195;11.8;11.8;OK
delegado 23: ;139;11.8;11.8;OK
delegado 24: ;138;11.8;5.5;OK
delegado 25: ;181;5.5;5.5;OK
delegado 26: ;153;5.5;5.5;OK
delegado 27: ;151;5.5;6.1;OK
delegado 28: ;175;6.1;6.1;OK
delegado 29: ;168;6.1;6.1;OK
delegado 30: ;160;6.1;4.6;OK
delegado 31: ;160;4.6;4.6;OK
delegado 32: ;202;4.6;4.6;OK
delegado 33: ;190;4.6;4.2;OK
delegado 34: ;180;4.2;4.2;OK
delegado 35: ;182;4.2;4.2;OK
delegado 36: ;147;4.2;3.2;OK
delegado 37: ;140;3.2;3.2;OK
delegado 38: ;152;3.2;3.2;OK
delegado 39: ;154;3.2;4.4;OK
delegado 40: ;162;4.4;4.4;OK
delegado 41: ;177;4.4;4.4;OK
delegado 42: ;155;4.4;6.7;OK
delegado 43: ;182;6.7;6.7;OK
delegado 44: ;173;6.7;6.7;OK
delegado 45: ;148;6.7;3.2;OK
delegado 46: ;146;3.2;3.2;OK
delegado 47: ;143;3.2;3.2;OK
delegado 48: ;240;3.2;6.8;OK
delegado 49: ;161;6.8;6.8;OK
delegado 50: ;155;6.8;6.8;OK
delegado 51: ;149;6.8;7.7;OK
delegado 52: ;160;7.7;7.7;OK
delegado 53: ;156;7.7;7.7;OK
delegado 54: ;243;7.7;4.8;OK
delegado 55: ;151;4.8;4.8;OK
delegado 56: ;181;4.8;4.8;OK
delegado 57: ;139;4.8;3.3;OK
delegado 58: ;169;3.3;3.3;OK
delegado 59: ;172;3.3;3.3;OK
delegado 60: ;143;3.3;3.3;OK
delegado 61: ;164;3.3;3.3;OK
delegado 62: ;149;3.3;3.3;OK
delegado 63: ;193;3.3;7.9;OK
delegado 64: ;140;7.9;7.9;OK
delegado 65: ;155;7.9;7.9;OK
delegado 66: ;161;7.9;5.0;OK
delegado 67: ;193;5.0;5.0;OK
delegado 68: ;157;5.0;5.0;OK
delegado 69: ;155;5.0;3.9;OK
delegado 70: ;192;3.9;3.9;OK
delegado 71: ;116;3.9;3.9;OK
delegado 72: ;161;3.9;4.9;OK
delegado 73: ;167;4.9;4.9;OK
delegado 74: ;141;4.9;4.9;OK
delegado 75: ;224;4.9;4.4;OK
delegado 76: ;143;4.4;4.4;OK
delegado 77: ;166;4.4;4.4;OK
delegado 78: ;160;4.4;8.3;OK
delegado 79: ;175;8.3;8.3;OK
delegado 80: ;148;8.3;8.3;OK
delegado 81: ;196;8.3;5.1;OK
delegado 82: ;182;5.1;5.1;OK
delegado 83: ;141;5.1;5.1;OK
delegado 84: ;156;5.1;4.1;OK
delegado 85: ;158;4.1;4.1;OK
delegado 86: ;194;4.1;4.1;OK
delegado 87: ;155;4.1;4.6;OK
delegado 88: ;133;4.6;4.6;OK
delegado 89: ;285;4.6;4.6;OK
delegado 90: ;177;4.6;4.6;OK
delegado 91: ;151;4.6;4.6;OK
delegado 92: ;259;4.6;2.3;OK
delegado 93: ;160;2.3;2.3;OK
delegado 94: ;157;2.3;2.3;OK
delegado 95: ;194;2.3;3.9;OK
delegado 96: ;151;3.9;3.9;OK
delegado 97: ;203;3.9;3.9;OK
delegado 98: ;147;3.9;5.3;OK
delegado 99: ;159;5.3;5.3;OK
delegado 100: ;198;5.3;5.3;OK
delegado 101: ;197;5.3;5.4;OK
delegado 102: ;193;5.4;5.4;OK
delegado 103: ;222;5.4;5.4;OK
delegado 104: ;166;5.4;2.3;OK
delegado 105: ;164;2.3;2.3;OK
delegado 106: ;161;2.3;2.3;OK
delegado 107: ;149;2.3;6.2;OK
delegado 108: ;157;6.2;6.2;OK
delegado 109: ;158;6.2;6.2;OK
delegado 110: ;143;6.2;2.8;OK
delegado 111: ;138;2.8;2.8;OK
delegado 112: ;147;2.8;2.8;OK
delegado 113: ;115;2.8;2.8;OK
delegado 114: ;180;8.5;8.5;OK
delegado 115: ;169;8.5;8.5;OK
delegado 116: ;158;8.5;2.7;OK
delegado 117: ;185;2.7;2.7;OK
delegado 118: ;151;2.7;2.7;OK
delegado 119: ;166;2.7;2.6;OK
delegado 120: ;171;2.6;2.6;OK
delegado 121: ;176;2.6;2.6;OK
delegado 122: ;179;2.6;4.4;OK
delegado 123: ;173;4.4;4.4;OK
delegado 124: ;170;4.4;4.4;OK
delegado 125: ;152;4.4;4.0;OK
delegado 126: ;160;4.0;4.0;OK
delegado 127: ;162;4.0;4.0;OK
delegado 128: ;175;4.0;7.4;OK
delegado 129: ;164;7.4;7.4;OK
delegado 130: ;214;7.4;7.4;OK
delegado 131: ;143;7.4;5.1;OK
delegado 132: ;141;5.1;5.1;OK
delegado 133: ;155;5.1;5.1;OK
delegado 134: ;207;5.1;3.3;OK
delegado 135: ;249;3.3;3.3;OK
delegado 136: ;192;3.3;3.3;OK
delegado 137: ;162;3.8;3.8;OK
delegado 138: ;203;3.8;3.8;OK
delegado 139: ;156;3.8;3.9;OK
delegado 140: ;153;3.9;3.9;OK
delegado 141: ;186;3.9;3.9;OK
delegado 142: ;176;3.9;3.8;OK
delegado 143: ;160;3.8;3.8;OK
delegado 144: ;153;3.8;3.8;OK
delegado 145: ;197;3.8;4.5;OK
delegado 146: ;215;4.5;4.5;OK
delegado 147: ;158;4.5;4.5;OK
delegado 148: ;204;4.5;2.9;OK
delegado 149: ;141;2.9;2.9;OK
delegado 150: ;238;2.9;2.9;OK
delegado 151: ;185;2.9;4.2;OK
delegado 152: ;139;4.2;4.2;OK
delegado 153: ;136;4.2;4.2;OK
delegado 154: ;158;4.2;4.5;OK
delegado 155: ;156;4.5;4.5;OK
delegado 156: ;161;4.5;4.5;OK
delegado 157: ;148;4.5;5.6;OK
delegado 158: ;156;5.6;5.6;OK
delegado 159: ;177;5.6;5.6;OK
delegado 160: ;150;5.6;4.8;OK
delegado 161: ;166;4.8;4.8;OK
delegado 162: ;142;4.8;4.8;OK
delegado 163: ;184;4.8;3.3;OK
delegado 164: ;164;3.3;3.3;OK
delegado 165: ;167;3.3;3.3;OK
delegado 166: ;145;3.3;5.5;OK
delegado 167: ;158;5.5;5.5;OK
delegado 168: ;204;5.5;5.5;OK
delegado 169: ;172;5.5;2.5;OK
delegado 170: ;174;2.5;2.5;OK
delegado 171: ;155;2.5;2.5;OK
delegado 172: ;200;2.5;3.7;OK
delegado 173: ;176;3.7;3.7;OK
delegado 174: ;152;3.7;3.7;OK
delegado 175: ;167;3.7;3.3;OK
delegado 176: ;194;3.3;3.3;OK
delegado 177: ;149;3.3;3.3;OK
delegado 178: ;142;3.3;4.7;OK
delegado 179: ;257;4.7;4.7;OK
delegado 180: ;148;4.7;4.7;OK
delegado 181: ;161;4.7;1.8;OK
delegado 182: ;146;1.8;1.8;OK
delegado 183: ;160;1.8;1.8;OK
delegado 184: ;141;1.8;5.1;OK
delegado 185: ;164;5.1;5.1;OK
delegado 186: ;148;5.1;5.1;OK
delegado 187: ;153;5.1;3.5;OK
delegado 188: ;178;3.5;3.5;OK
delegado 189: ;119;3.5;3.5;OK
delegado 190: ;116;3.5;3.5;OK
delegado 191: ;165;5.3;5.3;OK
delegado 192: ;149;5.3;5.3;OK
delegado 193: ;153;5.3;3.6;OK
delegado 194: ;160;3.6;3.6;OK
delegado 195: ;156;3.6;3.6;OK
delegado 196: ;156;3.6;4.9;OK
delegado 197: ;192;4.9;4.9;OK
delegado 198: ;180;4.9;4.9;OK
