Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2009;0.0;35.5;OK
delegado 2: ;210;35.5;35.5;OK
delegado 3: ;144;35.5;35.5;OK
delegado 4: ;168;35.5;10.6;OK
delegado 5: ;213;10.6;10.6;OK
delegado 6: ;175;10.6;10.6;OK
delegado 7: ;177;10.6;5.9;OK
delegado 8: ;343;5.9;5.9;OK
delegado 9: ;609;5.9;2.7;OK
delegado 10: ;621;2.7;1.1;OK
delegado 11: ;636;1.1;2.1;OK
delegado 12: ;288;2.1;2.1;OK
delegado 13: ;259;2.1;3.7;OK
delegado 14: ;166;3.7;3.7;OK
delegado 15: ;225;3.7;3.7;OK
delegado 16: ;164;3.7;5.9;OK
delegado 17: ;161;5.9;5.9;OK
delegado 18: ;352;5.9;4.7;OK
delegado 19: ;448;4.7;1.5;OK
delegado 20: ;2745;1.5;0.2;OK
delegado 21: ;176;0.2;0.2;OK
delegado 22: ;178;0.2;1.2;OK
delegado 23: ;698;1.2;3.6;OK
delegado 24: ;201;3.6;3.6;OK
delegado 25: ;150;3.6;3.6;OK
delegado 26: ;173;3.6;4.4;OK
delegado 27: ;252;4.4;4.4;OK
delegado 28: ;309;4.4;2.5;OK
delegado 29: ;213;2.5;2.5;OK
delegado 30: ;151;2.5;2.5;OK
delegado 31: ;169;2.5;5.0;OK
delegado 32: ;180;5.0;5.0;OK
delegado 33: ;205;5.0;5.0;OK
delegado 34: ;160;5.0;6.6;OK
delegado 35: ;170;6.6;6.6;OK
delegado 36: ;182;6.6;6.6;OK
delegado 37: ;201;6.6;5.5;OK
delegado 38: ;179;5.5;5.5;OK
delegado 39: ;153;5.5;5.5;OK
delegado 40: ;189;5.5;3.7;OK
delegado 41: ;198;3.7;3.7;OK
delegado 42: ;211;3.7;3.7;OK
delegado 43: ;205;3.8;3.8;OK
delegado 44: ;204;3.8;3.8;OK
delegado 45: ;217;3.8;2.2;OK
delegado 46: ;153;2.2;2.2;OK
delegado 47: ;221;2.2;2.2;OK
delegado 48: ;216;2.2;3.4;OK
delegado 49: ;219;3.4;3.4;OK
delegado 50: ;168;3.4;3.4;OK
delegado 51: ;192;3.4;5.6;OK
delegado 52: ;199;5.6;5.6;OK
delegado 53: ;210;5.6;5.6;OK
delegado 54: ;148;5.6;5.3;OK
delegado 55: ;204;5.3;5.3;OK
delegado 56: ;222;5.3;4.6;OK
delegado 57: ;185;4.6;4.6;OK
delegado 58: ;225;4.6;4.6;OK
delegado 59: ;176;4.6;4.0;OK
delegado 60: ;192;4.0;4.0;OK
delegado 61: ;204;4.0;4.0;OK
delegado 62: ;171;4.0;10.4;OK
delegado 63: ;196;10.4;10.4;OK
delegado 64: ;181;10.4;10.4;OK
delegado 65: ;200;10.4;4.7;OK
delegado 66: ;200;4.7;4.7;OK
delegado 67: ;174;4.7;4.7;OK
delegado 68: ;169;4.7;3.6;OK
delegado 69: ;229;3.6;3.6;OK
delegado 70: ;165;3.6;3.6;OK
delegado 71: ;151;3.6;4.2;OK
delegado 72: ;212;4.2;4.2;OK
delegado 73: ;296;4.2;4.1;OK
delegado 74: ;183;4.1;4.1;OK
delegado 75: ;181;4.1;4.1;OK
delegado 76: ;316;4.1;3.9;OK
delegado 77: ;152;3.9;3.9;OK
delegado 78: ;224;3.9;3.9;OK
delegado 79: ;226;3.9;6.2;OK
delegado 80: ;206;6.2;6.2;OK
delegado 81: ;154;6.2;6.2;OK
delegado 82: ;176;6.2;4.3;OK
delegado 83: ;216;4.3;4.3;OK
delegado 84: ;219;4.3;4.3;OK
delegado 85: ;167;4.5;4.5;OK
delegado 86: ;186;4.5;4.5;OK
delegado 87: ;191;4.5;1.8;OK
delegado 88: ;215;1.8;1.8;OK
delegado 89: ;186;1.8;1.8;OK
delegado 90: ;162;1.8;5.3;OK
delegado 91: ;192;5.3;5.3;OK
delegado 92: ;183;5.3;5.3;OK
delegado 93: ;161;5.3;6.2;OK
delegado 94: ;185;6.2;6.2;OK
delegado 95: ;190;6.2;6.2;OK
delegado 96: ;155;6.2;3.1;OK
delegado 97: ;204;3.1;3.1;OK
delegado 98: ;166;3.1;3.1;OK
delegado 99: ;259;3.1;3.6;OK
delegado 100: ;194;3.6;3.6;OK
delegado 101: ;158;3.6;3.6;OK
delegado 102: ;186;3.6;3.1;OK
delegado 103: ;151;3.1;3.1;OK
delegado 104: ;178;3.1;3.1;OK
