Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;5897;31.2;12.8;OK
delegado 2: ;1421;5.3;0.2;OK
delegado 3: ;162;0.2;0.2;OK
delegado 4: ;253;3.7;3.7;OK
delegado 5: ;182;3.7;3.7;OK
delegado 6: ;184;3.7;3.9;OK
delegado 7: ;320;3.9;3.9;OK
delegado 8: ;197;3.9;2.6;OK
delegado 9: ;237;2.6;2.6;OK
delegado 10: ;151;2.6;2.6;OK
delegado 11: ;306;2.6;3.0;OK
delegado 12: ;213;3.0;3.0;OK
delegado 13: ;201;3.0;3.0;OK
delegado 14: ;184;3.0;2.8;OK
delegado 15: ;334;2.8;2.8;OK
delegado 16: ;224;2.8;2.5;OK
delegado 17: ;183;2.5;2.5;OK
delegado 18: ;142;2.5;2.5;OK
delegado 19: ;199;2.5;5.7;OK
delegado 20: ;225;5.7;5.7;OK
delegado 21: ;197;5.7;5.7;OK
delegado 22: ;149;4.6;4.6;OK
delegado 23: ;195;4.6;4.6;OK
delegado 24: ;154;4.6;6.8;OK
delegado 25: ;299;6.8;6.8;OK
delegado 26: ;534;6.8;3.8;OK
delegado 27: ;168;3.8;3.8;OK
delegado 28: ;172;3.8;3.8;OK
delegado 29: ;168;3.8;3.8;OK
delegado 30: ;122;3.8;3.8;OK
delegado 31: ;157;3.8;3.8;OK
delegado 32: ;160;3.8;4.4;OK
delegado 33: ;149;4.4;4.4;OK
delegado 34: ;182;4.4;4.4;OK
delegado 35: ;143;4.4;5.6;OK
delegado 36: ;163;5.6;5.6;OK
delegado 37: ;148;5.6;5.6;OK
delegado 38: ;149;5.6;4.3;OK
delegado 39: ;222;4.3;4.3;OK
delegado 40: ;192;4.3;4.3;OK
delegado 41: ;228;4.3;3.2;OK
delegado 42: ;128;3.2;3.2;OK
delegado 43: ;223;3.2;3.2;OK
delegado 44: ;204;3.2;6.0;OK
delegado 45: ;140;6.0;6.0;OK
delegado 46: ;140;6.0;6.0;OK
delegado 47: ;303;6.0;5.2;OK
delegado 48: ;167;5.2;5.2;OK
delegado 49: ;160;5.2;5.2;OK
delegado 50: ;126;5.2;5.7;OK
delegado 51: ;192;5.7;5.7;OK
delegado 52: ;151;5.7;5.7;OK
delegado 53: ;166;5.7;5.9;OK
delegado 54: ;156;5.9;5.9;OK
delegado 55: ;166;5.9;5.9;OK
delegado 56: ;178;5.9;5.2;OK
delegado 57: ;182;5.2;5.2;OK
delegado 58: ;169;5.2;5.2;OK
delegado 59: ;155;5.2;6.5;OK
delegado 60: ;315;6.5;6.5;OK
delegado 61: ;205;6.5;4.6;OK
delegado 62: ;187;4.6;4.6;OK
delegado 63: ;156;4.6;4.6;OK
delegado 64: ;175;4.6;6.3;OK
delegado 65: ;147;6.3;6.3;OK
delegado 66: ;171;6.3;6.3;OK
delegado 67: ;147;6.3;6.4;OK
delegado 68: ;166;6.4;6.4;OK
delegado 69: ;186;6.4;6.4;OK
delegado 70: ;167;6.4;4.4;OK
delegado 71: ;166;4.4;4.4;OK
delegado 72: ;214;4.4;4.4;OK
delegado 73: ;453;4.4;2.1;OK
delegado 74: ;248;2.1;2.1;OK
delegado 75: ;182;2.1;3.0;OK
delegado 76: ;199;3.0;3.0;OK
delegado 77: ;176;3.0;3.0;OK
delegado 78: ;136;3.0;5.8;OK
delegado 79: ;172;5.8;5.8;OK
delegado 80: ;223;5.8;5.8;OK
delegado 81: ;171;5.8;3.5;OK
delegado 82: ;192;3.5;3.5;OK
delegado 83: ;175;3.5;3.5;OK
delegado 84: ;242;3.5;4.4;OK
delegado 85: ;169;4.4;4.4;OK
delegado 86: ;190;4.4;4.4;OK
delegado 87: ;179;4.4;6.2;OK
delegado 88: ;144;6.2;6.2;OK
delegado 89: ;380;6.2;2.6;OK
delegado 90: ;225;2.6;2.6;OK
delegado 91: ;149;2.6;2.6;OK
delegado 92: ;159;2.6;4.3;OK
delegado 93: ;146;4.3;4.3;OK
delegado 94: ;158;4.3;4.3;OK
delegado 95: ;250;4.3;5.5;OK
delegado 96: ;185;5.5;5.5;OK
delegado 97: ;237;5.5;5.5;OK
delegado 98: ;195;5.5;7.7;OK
delegado 99: ;175;7.7;7.7;OK
delegado 100: ;189;7.7;7.7;OK
delegado 101: ;129;7.7;5.3;OK
delegado 102: ;134;5.3;5.3;OK
delegado 103: ;173;5.3;5.3;OK
delegado 104: ;320;5.3;3.2;OK
delegado 105: ;193;3.2;3.2;OK
delegado 106: ;156;3.2;3.2;OK
delegado 107: ;149;3.2;3.3;OK
delegado 108: ;149;3.3;3.3;OK
delegado 109: ;142;3.3;3.3;OK
delegado 110: ;217;3.3;6.6;OK
delegado 111: ;143;6.6;6.6;OK
delegado 112: ;146;6.6;6.6;OK
delegado 113: ;484;6.6;5.4;OK
delegado 114: ;631;5.4;2.1;OK
delegado 115: ;264;2.1;2.1;OK
delegado 116: ;216;2.1;2.0;OK
delegado 117: ;116;2.0;2.0;OK
delegado 118: ;162;2.0;2.0;OK
delegado 119: ;145;2.0;6.1;OK
delegado 120: ;177;6.1;6.1;OK
delegado 121: ;172;6.1;6.1;OK
delegado 122: ;281;6.1;2.5;OK
delegado 123: ;166;2.5;2.5;OK
delegado 124: ;145;2.5;2.5;OK
delegado 125: ;217;2.5;5.0;OK
delegado 126: ;195;5.0;5.0;OK
delegado 127: ;185;5.0;5.0;OK
delegado 128: ;150;5.0;6.9;OK
delegado 129: ;173;6.9;6.9;OK
delegado 130: ;183;6.9;6.9;OK
delegado 131: ;236;6.9;4.6;OK
delegado 132: ;142;4.6;4.6;OK
delegado 133: ;193;4.6;4.6;OK
delegado 134: ;158;4.6;4.0;OK
delegado 135: ;203;4.0;4.0;OK
delegado 136: ;150;4.0;4.0;OK
delegado 137: ;146;4.0;6.6;OK
delegado 138: ;185;6.6;6.6;OK
delegado 139: ;119;6.6;6.6;OK
delegado 140: ;171;6.6;3.4;OK
delegado 141: ;177;3.4;3.4;OK
delegado 142: ;168;3.4;3.4;OK
delegado 143: ;457;3.4;2.6;OK
delegado 144: ;394;2.6;2.6;OK
delegado 145: ;234;2.6;2.2;OK
delegado 146: ;257;2.2;2.2;OK
delegado 147: ;219;2.2;2.9;OK
delegado 148: ;159;2.9;2.9;OK
delegado 149: ;161;2.9;2.9;OK
delegado 150: ;195;2.9;4.5;OK
delegado 151: ;146;4.5;4.5;OK
delegado 152: ;205;4.5;4.5;OK
delegado 153: ;457;4.5;2.1;OK
delegado 154: ;279;2.1;2.1;OK
delegado 155: ;235;2.1;2.6;OK
delegado 156: ;876;2.6;0.8;OK
delegado 157: ;247;0.8;0.8;OK
delegado 158: ;167;0.8;0.8;OK
delegado 159: ;158;0.8;5.3;OK
delegado 160: ;200;5.3;5.3;OK
delegado 161: ;153;5.3;5.3;OK
delegado 162: ;157;5.3;3.2;OK
delegado 163: ;165;3.2;3.2;OK
delegado 164: ;221;3.2;3.2;OK
delegado 165: ;348;3.2;2.3;OK
delegado 166: ;224;2.3;2.3;OK
delegado 167: ;149;2.3;2.3;OK
delegado 168: ;160;2.3;1.8;OK
delegado 169: ;219;1.8;1.8;OK
delegado 170: ;168;1.8;1.8;OK
delegado 171: ;138;1.8;3.2;OK
delegado 172: ;197;3.2;3.2;OK
delegado 173: ;170;3.2;3.2;OK
delegado 174: ;145;3.2;2.6;OK
delegado 175: ;133;2.6;2.6;OK
delegado 176: ;156;2.6;2.6;OK
delegado 177: ;151;2.6;4.4;OK
delegado 178: ;143;4.4;4.4;OK
delegado 179: ;142;4.4;4.4;OK
delegado 180: ;159;4.4;5.8;OK
delegado 181: ;514;5.8;1.4;OK
delegado 182: ;193;1.4;1.4;OK
delegado 183: ;168;1.4;1.4;OK
delegado 184: ;192;1.4;3.0;OK
delegado 185: ;167;3.0;3.0;OK
delegado 186: ;151;3.0;3.0;OK
delegado 187: ;195;3.0;4.5;OK
delegado 188: ;184;4.5;4.5;OK
delegado 189: ;439;4.5;2.3;OK
delegado 190: ;203;2.3;2.3;OK
delegado 191: ;227;2.3;2.3;OK
delegado 192: ;259;4.6;4.6;OK
delegado 193: ;149;4.6;4.6;OK
delegado 194: ;154;4.6;1.8;OK
delegado 195: ;350;1.8;1.8;OK
delegado 196: ;552;1.8;0.7;OK
delegado 197: ;180;0.7;0.7;OK
delegado 198: ;188;0.7;0.7;OK
delegado 199: ;177;4.5;4.5;OK
delegado 200: ;152;4.5;4.5;OK
delegado 201: ;177;4.5;2.7;OK
delegado 202: ;153;2.7;2.7;OK
delegado 203: ;141;2.7;2.7;OK
delegado 204: ;167;2.7;4.3;OK
delegado 205: ;160;4.3;4.3;OK
delegado 206: ;159;4.3;4.3;OK
delegado 207: ;168;4.3;5.4;OK
delegado 208: ;193;5.4;5.4;OK
delegado 209: ;195;5.4;5.4;OK
delegado 210: ;164;5.4;4.2;OK
delegado 211: ;147;4.2;4.2;OK
delegado 212: ;135;4.2;4.2;OK
delegado 213: ;183;4.2;4.2;OK
delegado 214: ;399;4.2;4.2;OK
delegado 215: ;148;4.2;2.6;OK
delegado 216: ;196;2.6;2.6;OK
delegado 217: ;205;2.6;2.6;OK
delegado 218: ;137;2.6;3.6;OK
delegado 219: ;160;3.6;3.6;OK
delegado 220: ;156;3.6;3.6;OK
delegado 221: ;160;3.6;4.1;OK
delegado 222: ;189;4.1;4.1;OK
delegado 223: ;177;4.1;4.1;OK
delegado 224: ;134;4.1;2.0;OK
delegado 225: ;140;2.0;2.0;OK
delegado 226: ;202;2.0;2.0;OK
delegado 227: ;147;2.0;5.3;OK
delegado 228: ;178;5.3;5.3;OK
delegado 229: ;159;5.3;5.3;OK
delegado 230: ;260;5.3;3.3;OK
delegado 231: ;176;3.3;3.3;OK
delegado 232: ;161;3.3;3.3;OK
delegado 233: ;221;3.3;2.4;OK
delegado 234: ;167;2.4;2.4;OK
delegado 235: ;138;2.4;2.4;OK
delegado 236: ;154;2.4;5.0;OK
delegado 237: ;157;5.0;5.0;OK
delegado 238: ;165;5.0;5.0;OK
delegado 239: ;131;5.0;3.6;OK
delegado 240: ;135;3.6;3.6;OK
delegado 241: ;316;3.6;3.8;OK
delegado 242: ;222;3.8;3.8;OK
delegado 243: ;196;3.8;5.2;OK
delegado 244: ;191;5.2;5.2;OK
delegado 245: ;175;5.2;5.2;OK
delegado 246: ;198;5.2;2.9;OK
delegado 247: ;154;2.9;2.9;OK
delegado 248: ;157;2.9;2.9;OK
delegado 249: ;181;2.9;4.7;OK
delegado 250: ;167;4.7;4.7;OK
delegado 251: ;183;4.7;4.7;OK
delegado 252: ;180;4.7;3.1;OK
delegado 253: ;189;3.1;3.1;OK
delegado 254: ;261;3.1;5.3;OK
delegado 255: ;232;5.3;5.3;OK
delegado 256: ;177;5.3;5.3;OK
delegado 257: ;158;5.3;4.1;OK
delegado 258: ;204;4.1;4.1;OK
delegado 259: ;154;4.1;4.1;OK
delegado 260: ;163;3.0;3.0;OK
delegado 261: ;179;3.0;3.0;OK
delegado 262: ;151;3.0;2.8;OK
delegado 263: ;167;2.8;2.8;OK
delegado 264: ;152;2.8;2.8;OK
delegado 265: ;146;2.8;4.9;OK
delegado 266: ;145;4.9;4.9;OK
delegado 267: ;171;4.9;4.9;OK
delegado 268: ;155;4.9;2.1;OK
delegado 269: ;155;2.1;2.1;OK
delegado 270: ;179;2.1;2.1;OK
delegado 271: ;193;2.1;5.4;OK
delegado 272: ;529;5.4;1.4;OK
delegado 273: ;160;1.4;1.4;OK
delegado 274: ;143;1.4;1.4;OK
delegado 275: ;125;1.4;3.8;OK
delegado 276: ;190;3.8;3.8;OK
delegado 277: ;179;3.8;3.8;OK
delegado 278: ;178;3.8;2.9;OK
delegado 279: ;241;2.9;2.9;OK
delegado 280: ;200;2.9;2.9;OK
delegado 281: ;164;3.7;3.7;OK
delegado 282: ;169;3.7;3.7;OK
delegado 283: ;203;3.7;3.2;OK
delegado 284: ;139;3.2;3.2;OK
delegado 285: ;160;3.2;3.2;OK
delegado 286: ;138;3.2;2.9;OK
delegado 287: ;132;2.9;2.9;OK
delegado 288: ;191;2.9;2.9;OK
delegado 289: ;367;2.9;2.0;OK
delegado 290: ;195;2.0;2.0;OK
delegado 291: ;481;2.0;2.6;OK
delegado 292: ;131;2.6;2.6;OK
delegado 293: ;115;2.6;2.6;OK
delegado 294: ;121;2.6;2.6;OK
delegado 295: ;186;2.6;4.5;OK
delegado 296: ;1166;4.5;0.0;OK
delegado 297: ;141;0.0;0.0;OK
delegado 298: ;135;0.0;0.0;OK
delegado 299: ;175;0.0;5.0;OK
delegado 300: ;157;5.0;5.0;OK
delegado 301: ;145;5.0;5.0;OK
