Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2197;14.4;30.1;OK
delegado 3: ;185;30.1;30.1;OK
delegado 4: ;199;30.1;30.1;OK
delegado 5: ;215;30.1;7.9;OK
delegado 6: ;192;7.9;7.9;OK
delegado 7: ;155;7.9;7.9;OK
delegado 8: ;160;7.9;12.2;OK
delegado 9: ;228;12.2;12.2;OK
delegado 10: ;187;12.2;12.2;OK
delegado 11: ;188;12.2;12.4;OK
delegado 12: ;157;12.4;12.4;OK
delegado 13: ;179;12.4;12.4;OK
delegado 14: ;176;12.4;5.0;OK
delegado 15: ;305;5.0;5.0;OK
delegado 16: ;177;5.0;4.9;OK
delegado 17: ;169;4.9;4.9;OK
delegado 18: ;153;4.9;4.9;OK
delegado 19: ;284;4.9;5.0;OK
delegado 20: ;258;5.0;5.0;OK
delegado 21: ;181;5.0;5.1;OK
delegado 22: ;154;5.1;5.1;OK
delegado 23: ;159;5.1;5.1;OK
delegado 24: ;127;5.1;6.5;OK
delegado 25: ;177;6.5;6.5;OK
delegado 26: ;179;6.5;6.5;OK
delegado 27: ;168;6.5;7.0;OK
delegado 28: ;167;7.0;7.0;OK
delegado 29: ;143;7.0;7.0;OK
delegado 30: ;194;7.0;3.9;OK
delegado 31: ;139;3.9;3.9;OK
delegado 32: ;200;3.9;3.9;OK
delegado 33: ;178;3.9;4.5;OK
delegado 34: ;189;4.5;4.5;OK
delegado 35: ;151;4.5;4.5;OK
delegado 36: ;183;4.5;4.4;OK
delegado 37: ;177;4.4;4.4;OK
delegado 38: ;273;4.4;4.5;OK
delegado 39: ;136;4.5;4.5;OK
delegado 40: ;166;4.5;4.5;OK
delegado 41: ;173;4.5;6.1;OK
delegado 42: ;220;6.1;6.1;OK
delegado 43: ;152;6.1;6.1;OK
delegado 44: ;171;6.1;4.3;OK
delegado 45: ;146;4.3;4.3;OK
delegado 46: ;196;4.3;4.3;OK
delegado 47: ;171;4.3;5.1;OK
delegado 48: ;156;5.1;5.1;OK
delegado 49: ;186;5.1;5.1;OK
delegado 50: ;167;5.1;3.9;OK
delegado 51: ;135;3.9;3.9;OK
delegado 52: ;144;3.9;3.9;OK
delegado 53: ;237;3.9;5.2;OK
delegado 54: ;202;5.2;5.2;OK
delegado 55: ;186;5.2;5.2;OK
delegado 56: ;163;5.2;6.6;OK
delegado 57: ;154;6.6;6.6;OK
delegado 58: ;148;6.6;6.6;OK
delegado 59: ;153;6.6;9.3;OK
delegado 60: ;184;9.3;9.3;OK
delegado 61: ;196;9.3;9.3;OK
delegado 62: ;158;9.3;7.3;OK
delegado 63: ;144;7.3;7.3;OK
delegado 64: ;171;7.3;7.3;OK
delegado 65: ;191;7.3;4.6;OK
delegado 66: ;259;4.6;4.6;OK
delegado 67: ;163;4.6;4.6;OK
delegado 68: ;159;4.6;4.6;OK
delegado 69: ;168;4.6;4.6;OK
delegado 70: ;170;4.6;4.6;OK
delegado 71: ;201;4.6;2.4;OK
delegado 72: ;166;2.4;2.4;OK
delegado 73: ;194;2.4;2.4;OK
delegado 74: ;153;2.4;3.2;OK
delegado 75: ;150;3.2;3.2;OK
delegado 76: ;149;3.2;3.2;OK
delegado 77: ;150;3.2;5.0;OK
delegado 78: ;141;5.0;5.0;OK
delegado 79: ;197;5.0;5.0;OK
delegado 80: ;194;5.0;3.7;OK
delegado 81: ;140;3.7;3.7;OK
delegado 82: ;149;3.7;3.7;OK
delegado 83: ;164;3.7;5.0;OK
delegado 84: ;237;5.0;5.0;OK
delegado 85: ;168;5.0;5.0;OK
delegado 86: ;176;5.0;3.5;OK
delegado 87: ;162;3.5;3.5;OK
delegado 88: ;211;3.5;3.5;OK
delegado 89: ;200;3.5;4.1;OK
delegado 90: ;168;4.1;4.1;OK
delegado 91: ;165;4.1;4.1;OK
delegado 92: ;173;4.1;3.2;OK
delegado 93: ;175;3.2;3.2;OK
delegado 94: ;291;3.2;1.4;OK
delegado 95: ;211;1.4;1.4;OK
delegado 96: ;145;1.4;1.4;OK
delegado 97: ;173;1.4;5.0;OK
delegado 98: ;146;5.0;5.0;OK
delegado 99: ;175;5.0;5.0;OK
delegado 100: ;148;5.0;5.6;OK
delegado 101: ;175;5.6;5.6;OK
delegado 102: ;139;5.6;5.6;OK
delegado 103: ;185;5.6;3.9;OK
delegado 104: ;151;3.9;3.9;OK
delegado 105: ;148;3.9;3.9;OK
delegado 106: ;207;3.9;1.9;OK
delegado 107: ;187;1.9;1.9;OK
delegado 108: ;179;1.9;1.9;OK
delegado 109: ;168;1.9;6.2;OK
delegado 110: ;144;6.2;6.2;OK
delegado 111: ;147;6.2;6.2;OK
delegado 112: ;131;6.2;10.5;OK
delegado 113: ;176;10.5;10.5;OK
delegado 114: ;210;10.5;10.5;OK
delegado 115: ;167;10.5;3.0;OK
delegado 116: ;164;3.0;3.0;OK
delegado 117: ;130;3.0;3.0;OK
delegado 118: ;142;3.0;4.4;OK
delegado 119: ;154;4.4;4.4;OK
delegado 120: ;161;4.4;4.4;OK
delegado 121: ;174;4.4;4.7;OK
delegado 122: ;176;4.7;4.7;OK
delegado 123: ;152;4.7;4.7;OK
delegado 124: ;149;4.7;5.4;OK
delegado 125: ;164;5.4;5.4;OK
delegado 126: ;173;5.4;5.4;OK
delegado 127: ;170;5.4;7.8;OK
delegado 128: ;147;7.8;7.8;OK
delegado 129: ;138;7.8;7.8;OK
delegado 130: ;273;7.8;2.4;OK
delegado 131: ;170;2.4;2.4;OK
delegado 132: ;135;2.4;2.4;OK
delegado 133: ;187;2.4;4.0;OK
delegado 134: ;179;4.0;4.0;OK
delegado 135: ;195;4.0;4.0;OK
delegado 136: ;170;4.0;3.5;OK
delegado 137: ;264;3.5;3.5;OK
delegado 138: ;177;3.5;3.0;OK
delegado 139: ;200;3.0;3.0;OK
delegado 140: ;266;3.0;3.0;OK
delegado 141: ;163;3.0;3.0;OK
delegado 142: ;151;3.0;3.0;OK
delegado 143: ;160;3.0;2.7;OK
delegado 144: ;180;2.7;2.7;OK
