Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2054;0.0;35.3;OK
delegado 2: ;239;35.3;35.3;OK
delegado 3: ;259;35.3;4.1;OK
delegado 4: ;245;4.1;4.1;OK
delegado 5: ;159;4.1;4.1;OK
delegado 6: ;314;4.1;4.7;OK
delegado 7: ;244;4.7;4.7;OK
delegado 8: ;150;4.7;4.7;OK
delegado 9: ;179;4.7;5.9;OK
delegado 10: ;161;5.9;5.9;OK
delegado 11: ;176;5.9;5.9;OK
delegado 12: ;204;5.9;6.8;OK
delegado 13: ;168;6.8;6.8;OK
delegado 14: ;194;6.8;6.8;OK
delegado 15: ;187;6.8;4.2;OK
delegado 16: ;156;4.2;4.2;OK
delegado 17: ;153;4.2;4.2;OK
delegado 18: ;169;4.2;5.0;OK
delegado 19: ;175;5.0;5.0;OK
delegado 20: ;158;5.0;5.0;OK
delegado 21: ;151;5.0;6.7;OK
delegado 22: ;134;6.7;6.7;OK
delegado 23: ;791;6.7;2.3;OK
delegado 24: ;159;2.3;2.3;OK
delegado 25: ;208;2.3;2.3;OK
delegado 26: ;189;2.3;7.9;OK
delegado 27: ;171;7.9;7.9;OK
delegado 28: ;151;7.9;7.9;OK
delegado 29: ;126;7.9;5.0;OK
delegado 30: ;196;5.0;5.0;OK
delegado 31: ;161;5.0;5.0;OK
delegado 32: ;169;5.0;3.8;OK
delegado 33: ;179;3.8;3.8;OK
delegado 34: ;173;3.8;3.8;OK
delegado 35: ;135;3.8;7.5;OK
delegado 36: ;173;7.5;7.5;OK
delegado 37: ;192;7.5;7.5;OK
delegado 38: ;198;7.5;2.9;OK
delegado 39: ;144;2.9;2.9;OK
delegado 40: ;173;2.9;2.9;OK
delegado 41: ;165;2.9;6.2;OK
delegado 42: ;152;6.2;6.2;OK
delegado 43: ;177;6.2;6.2;OK
delegado 44: ;165;6.2;4.0;OK
delegado 45: ;164;4.0;4.0;OK
delegado 46: ;237;4.0;4.0;OK
