Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;2064;100.0;30.2;OK
delegado 2: ;168;30.2;30.2;OK
delegado 3: ;167;30.2;30.2;OK
delegado 4: ;186;30.2;7.6;OK
delegado 5: ;161;7.6;7.6;OK
delegado 6: ;202;7.6;7.6;OK
delegado 7: ;183;7.6;5.5;OK
delegado 8: ;152;5.5;5.5;OK
delegado 9: ;180;5.5;5.5;OK
delegado 10: ;207;5.5;6.2;OK
delegado 11: ;149;6.2;6.2;OK
delegado 12: ;149;6.2;6.2;OK
delegado 13: ;237;6.2;6.8;OK
delegado 14: ;175;6.8;6.8;OK
delegado 15: ;181;6.8;6.8;OK
delegado 16: ;140;6.8;4.6;OK
delegado 17: ;207;4.6;4.6;OK
delegado 18: ;174;4.6;4.6;OK
delegado 19: ;187;4.6;4.1;OK
delegado 20: ;133;4.1;4.1;OK
delegado 21: ;161;4.1;4.1;OK
delegado 22: ;163;4.1;7.9;OK
delegado 23: ;158;7.9;7.9;OK
delegado 24: ;140;7.9;7.9;OK
delegado 25: ;235;7.9;7.6;OK
delegado 26: ;166;7.6;7.6;OK
delegado 27: ;195;7.6;7.6;OK
delegado 28: ;158;7.6;3.8;OK
delegado 29: ;147;3.8;3.8;OK
delegado 30: ;176;3.8;3.8;OK
delegado 31: ;159;3.8;2.7;OK
delegado 32: ;158;2.7;2.7;OK
delegado 33: ;146;2.7;2.7;OK
delegado 34: ;149;2.7;2.9;OK
delegado 35: ;153;2.9;2.9;OK
delegado 36: ;178;2.9;2.9;OK
delegado 37: ;172;2.9;2.6;OK
delegado 38: ;180;2.6;2.6;OK
delegado 39: ;156;2.6;2.6;OK
delegado 40: ;168;2.6;4.0;OK
delegado 41: ;146;4.0;4.0;OK
delegado 42: ;148;4.0;4.0;OK
delegado 43: ;175;4.0;4.0;OK
delegado 44: ;174;4.0;4.0;OK
delegado 45: ;192;4.0;4.0;OK
delegado 46: ;171;4.0;4.7;OK
delegado 47: ;162;4.7;4.7;OK
delegado 48: ;174;4.7;4.7;OK
delegado 49: ;170;4.7;2.6;OK
delegado 50: ;152;2.6;2.6;OK
delegado 51: ;187;2.6;2.6;OK
delegado 52: ;157;2.6;9.9;OK
delegado 53: ;174;9.9;9.9;OK
delegado 54: ;176;9.9;9.9;OK
delegado 55: ;158;9.9;5.7;OK
delegado 56: ;148;5.7;5.7;OK
delegado 57: ;162;5.7;5.7;OK
delegado 58: ;131;5.7;5.9;OK
delegado 59: ;144;5.9;5.9;OK
delegado 60: ;143;5.9;5.9;OK
delegado 61: ;163;5.9;9.5;OK
delegado 62: ;150;9.5;9.5;OK
delegado 63: ;163;9.5;9.5;OK
delegado 64: ;139;9.5;4.3;OK
delegado 65: ;198;4.3;4.3;OK
delegado 66: ;119;4.3;4.3;OK
delegado 67: ;189;4.3;2.6;OK
delegado 68: ;184;2.6;2.6;OK
delegado 69: ;220;2.6;2.6;OK
delegado 70: ;275;2.6;3.5;OK
delegado 71: ;153;3.5;3.5;OK
delegado 72: ;189;3.5;3.5;OK
delegado 73: ;169;3.5;4.6;OK
delegado 74: ;191;4.6;4.6;OK
delegado 75: ;134;4.6;4.6;OK
delegado 76: ;145;4.6;5.6;OK
delegado 77: ;196;5.6;5.6;OK
delegado 78: ;155;5.6;5.6;OK
delegado 79: ;146;5.6;4.0;OK
delegado 80: ;192;4.0;4.0;OK
delegado 81: ;150;4.0;4.0;OK
delegado 82: ;167;4.0;3.9;OK
delegado 83: ;159;3.9;3.9;OK
delegado 84: ;160;3.9;3.9;OK
delegado 85: ;159;3.9;6.8;OK
delegado 86: ;151;6.8;6.8;OK
delegado 87: ;184;6.8;6.8;OK
delegado 88: ;169;6.8;4.6;OK
delegado 89: ;133;4.6;4.6;OK
delegado 90: ;157;4.6;4.6;OK
delegado 91: ;145;4.6;5.2;OK
delegado 92: ;202;5.2;5.2;OK
delegado 93: ;164;5.2;5.2;OK
delegado 94: ;170;5.2;4.3;OK
delegado 95: ;206;4.3;4.3;OK
delegado 96: ;209;4.3;4.3;OK
delegado 97: ;256;4.3;5.1;OK
delegado 98: ;177;5.1;5.1;OK
delegado 99: ;129;5.1;5.1;OK
delegado 100: ;177;5.1;6.1;OK
delegado 101: ;185;6.1;6.1;OK
delegado 102: ;931;6.1;0.9;OK
delegado 103: ;136;0.9;0.9;OK
delegado 104: ;162;0.9;0.9;OK
delegado 105: ;184;0.9;3.4;OK
delegado 106: ;151;3.4;3.4;OK
delegado 107: ;164;3.4;3.4;OK
delegado 108: ;227;3.4;3.1;OK
delegado 109: ;159;3.1;3.1;OK
delegado 110: ;164;3.1;3.1;OK
delegado 111: ;207;3.1;8.9;OK
delegado 112: ;150;8.9;8.9;OK
delegado 113: ;118;8.9;8.9;OK
delegado 114: ;203;8.9;4.8;OK
delegado 115: ;175;4.8;4.8;OK
delegado 116: ;165;4.8;4.8;OK
delegado 117: ;171;4.8;3.2;OK
delegado 118: ;149;3.2;3.2;OK
delegado 119: ;622;3.2;1.4;OK
delegado 120: ;264;1.4;1.4;OK
delegado 121: ;147;1.4;1.4;OK
delegado 122: ;157;1.4;3.5;OK
delegado 123: ;169;3.5;3.5;OK
delegado 124: ;146;3.5;3.5;OK
delegado 125: ;216;3.5;3.8;OK
delegado 126: ;159;3.8;3.8;OK
delegado 127: ;145;3.8;3.8;OK
