Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2146;0.0;31.1;OK
delegado 2: ;149;31.1;31.1;OK
delegado 3: ;170;31.1;31.1;OK
delegado 4: ;211;31.1;5.0;OK
delegado 5: ;154;5.0;5.0;OK
delegado 6: ;187;5.0;5.0;OK
delegado 7: ;150;5.0;10.6;OK
delegado 8: ;278;10.6;10.6;OK
delegado 9: ;257;10.6;3.9;OK
delegado 10: ;248;3.9;3.9;OK
delegado 11: ;196;3.9;2.2;OK
delegado 12: ;143;2.2;2.2;OK
delegado 13: ;166;2.2;2.2;OK
delegado 14: ;159;2.2;4.9;OK
delegado 15: ;183;4.9;4.9;OK
delegado 16: ;148;4.9;4.9;OK
delegado 17: ;172;4.9;4.6;OK
delegado 18: ;345;4.6;4.6;OK
delegado 19: ;142;4.6;4.3;OK
delegado 20: ;174;4.3;4.3;OK
delegado 21: ;152;4.3;4.3;OK
delegado 22: ;236;4.3;4.8;OK
delegado 23: ;122;4.8;4.8;OK
delegado 24: ;159;4.8;4.8;OK
delegado 25: ;167;4.8;5.1;OK
delegado 26: ;147;5.1;5.1;OK
delegado 27: ;206;5.1;5.1;OK
delegado 28: ;164;5.1;5.5;OK
delegado 29: ;193;5.5;5.5;OK
delegado 30: ;162;5.5;5.5;OK
delegado 31: ;161;5.5;1.9;OK
delegado 32: ;204;1.9;1.9;OK
delegado 33: ;159;1.9;1.9;OK
delegado 34: ;187;1.9;4.2;OK
delegado 35: ;220;4.2;4.2;OK
delegado 36: ;171;4.2;4.2;OK
delegado 37: ;190;4.2;2.9;OK
delegado 38: ;162;2.9;2.9;OK
delegado 39: ;170;2.9;2.9;OK
delegado 40: ;147;2.9;4.8;OK
delegado 41: ;126;4.8;4.8;OK
delegado 42: ;150;4.8;4.8;OK
delegado 43: ;227;4.8;4.6;OK
delegado 44: ;154;4.6;4.6;OK
delegado 45: ;121;4.6;4.6;OK
