Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2018;0.0;29.5;OK
delegado 2: ;164;29.5;29.5;OK
delegado 3: ;184;29.5;29.5;OK
delegado 4: ;244;29.5;6.8;OK
delegado 5: ;144;6.8;6.8;OK
delegado 6: ;169;6.8;6.8;OK
delegado 7: ;171;6.8;3.3;OK
delegado 8: ;216;3.3;3.3;OK
delegado 9: ;198;3.3;3.3;OK
delegado 10: ;172;3.3;5.2;OK
delegado 11: ;187;5.2;5.2;OK
delegado 12: ;159;5.2;5.2;OK
delegado 13: ;161;5.2;5.2;OK
delegado 14: ;190;5.2;5.2;OK
delegado 15: ;184;5.2;5.2;OK
delegado 16: ;190;5.2;3.5;OK
delegado 17: ;176;3.5;3.5;OK
delegado 18: ;198;3.5;3.5;OK
delegado 19: ;153;3.5;6.9;OK
delegado 20: ;157;6.9;6.9;OK
delegado 21: ;169;6.9;6.9;OK
delegado 22: ;205;6.9;4.4;OK
delegado 23: ;167;4.4;4.4;OK
delegado 24: ;154;4.4;4.4;OK
delegado 25: ;210;4.4;7.0;OK
delegado 26: ;138;7.0;7.0;OK
delegado 27: ;215;7.0;7.0;OK
delegado 28: ;182;7.0;3.1;OK
delegado 29: ;164;3.1;3.1;OK
delegado 30: ;142;3.1;3.1;OK
delegado 31: ;1042;3.1;2.7;OK
delegado 32: ;193;2.7;2.7;OK
delegado 33: ;165;2.7;2.7;OK
delegado 34: ;225;2.7;3.4;OK
delegado 35: ;159;3.4;3.4;OK
delegado 36: ;207;3.4;3.4;OK
delegado 37: ;141;3.4;3.2;OK
delegado 38: ;176;3.2;3.2;OK
delegado 39: ;388;3.2;5.0;OK
delegado 40: ;158;5.0;5.0;OK
delegado 41: ;127;5.0;5.0;OK
delegado 42: ;196;5.0;5.5;OK
delegado 43: ;200;5.5;5.5;OK
delegado 44: ;158;5.5;5.5;OK
delegado 45: ;149;5.5;3.9;OK
delegado 46: ;143;3.9;3.9;OK
delegado 47: ;145;3.9;3.9;OK
delegado 48: ;190;3.9;5.4;OK
delegado 49: ;164;5.4;5.4;OK
delegado 50: ;185;5.4;5.4;OK
delegado 51: ;142;5.4;4.6;OK
delegado 52: ;175;4.6;4.6;OK
delegado 53: ;171;4.6;4.6;OK
delegado 54: ;171;4.6;4.5;OK
delegado 55: ;211;4.5;4.5;OK
delegado 56: ;181;4.5;4.5;OK
delegado 57: ;150;4.5;6.1;OK
delegado 58: ;175;6.1;6.1;OK
delegado 59: ;171;6.1;6.1;OK
delegado 60: ;159;6.1;5.2;OK
delegado 61: ;152;5.2;5.2;OK
delegado 62: ;182;5.2;5.2;OK
delegado 63: ;192;5.2;6.3;OK
delegado 64: ;208;6.3;6.3;OK
delegado 65: ;172;6.3;6.3;OK
delegado 66: ;177;6.3;4.9;OK
delegado 67: ;141;4.9;4.9;OK
delegado 68: ;173;4.9;4.9;OK
delegado 69: ;150;4.9;4.2;OK
delegado 70: ;144;4.2;4.2;OK
delegado 71: ;157;4.2;4.2;OK
delegado 72: ;137;4.2;5.1;OK
delegado 73: ;156;5.1;5.1;OK
delegado 74: ;170;5.1;5.1;OK
delegado 75: ;185;5.1;3.2;OK
delegado 76: ;187;3.2;3.2;OK
delegado 77: ;158;3.2;3.2;OK
delegado 78: ;218;3.2;4.5;OK
delegado 79: ;230;4.5;4.5;OK
delegado 80: ;179;4.5;4.5;OK
delegado 81: ;154;4.5;4.7;OK
delegado 82: ;161;4.7;4.7;OK
delegado 83: ;160;4.7;4.7;OK
delegado 84: ;169;4.7;4.7;OK
delegado 85: ;204;4.7;4.7;OK
delegado 86: ;200;4.7;4.7;OK
delegado 87: ;444;4.7;2.9;OK
delegado 88: ;135;2.9;2.9;OK
delegado 89: ;158;2.9;2.9;OK
delegado 90: ;176;2.9;4.9;OK
delegado 91: ;185;4.9;4.9;OK
delegado 92: ;178;4.9;4.9;OK
delegado 93: ;160;4.9;2.5;OK
delegado 94: ;161;2.5;2.5;OK
delegado 95: ;157;2.5;2.5;OK
delegado 96: ;193;2.5;4.5;OK
delegado 97: ;202;4.5;4.5;OK
delegado 98: ;147;4.5;4.5;OK
delegado 99: ;146;4.5;6.0;OK
delegado 100: ;163;6.0;6.0;OK
delegado 101: ;207;6.0;6.0;OK
delegado 102: ;192;6.0;4.0;OK
delegado 103: ;175;4.0;4.0;OK
delegado 104: ;157;4.0;4.0;OK
delegado 105: ;179;4.0;4.5;OK
delegado 106: ;143;4.5;4.5;OK
delegado 107: ;191;4.5;4.5;OK
delegado 108: ;156;4.5;7.4;OK
delegado 109: ;189;7.4;7.4;OK
delegado 110: ;147;7.4;7.4;OK
delegado 111: ;121;7.4;5.7;OK
delegado 112: ;128;5.7;5.7;OK
delegado 113: ;182;5.7;5.7;OK
delegado 114: ;176;5.7;3.4;OK
delegado 115: ;164;3.4;3.4;OK
