Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 1: ;2175;30.0;35.1;OK
delegado 2: ;172;35.1;35.1;OK
delegado 3: ;229;35.1;35.1;OK
delegado 4: ;149;35.1;6.6;OK
delegado 5: ;221;6.6;6.6;OK
delegado 6: ;198;6.6;6.6;OK
delegado 7: ;361;6.6;2.6;OK
delegado 8: ;874;2.6;2.5;OK
delegado 9: ;202;2.5;2.5;OK
delegado 10: ;244;2.5;3.0;OK
delegado 11: ;230;3.0;3.0;OK
delegado 12: ;177;3.0;3.0;OK
delegado 13: ;160;3.0;6.5;OK
delegado 14: ;431;6.5;6.5;OK
delegado 15: ;188;6.5;2.8;OK
delegado 16: ;169;2.8;2.8;OK
delegado 17: ;148;2.8;2.8;OK
delegado 18: ;263;2.8;2.3;OK
delegado 19: ;224;2.3;2.3;OK
delegado 20: ;223;2.3;2.2;OK
delegado 21: ;205;2.2;2.2;OK
delegado 22: ;175;2.2;2.2;OK
delegado 23: ;190;2.2;3.9;OK
delegado 24: ;157;3.9;3.9;OK
delegado 25: ;134;3.9;3.9;OK
delegado 26: ;216;3.9;3.2;OK
delegado 27: ;230;3.2;3.2;OK
delegado 28: ;169;3.2;3.2;OK
delegado 29: ;134;3.2;5.0;OK
delegado 30: ;187;5.0;5.0;OK
delegado 31: ;140;5.0;5.0;OK
delegado 32: ;149;5.0;5.4;OK
delegado 33: ;177;5.4;5.4;OK
delegado 34: ;165;5.4;5.4;OK
delegado 35: ;174;5.4;3.8;OK
delegado 36: ;161;3.8;3.8;OK
delegado 37: ;148;3.8;3.8;OK
delegado 38: ;181;3.8;4.0;OK
delegado 39: ;153;4.0;4.0;OK
delegado 40: ;184;4.0;4.0;OK
delegado 41: ;155;4.0;4.7;OK
delegado 42: ;205;4.7;4.7;OK
delegado 43: ;180;4.7;4.7;OK
delegado 44: ;214;4.7;2.8;OK
delegado 45: ;202;2.8;2.8;OK
delegado 46: ;177;2.8;2.8;OK
delegado 47: ;131;2.8;4.5;OK
