Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1984;27.9;33.2;OK
delegado 2: ;181;33.2;33.2;OK
delegado 3: ;185;33.2;33.2;OK
delegado 4: ;198;33.2;7.0;OK
delegado 5: ;149;7.0;7.0;OK
delegado 6: ;175;7.0;7.0;OK
delegado 7: ;180;7.0;3.9;OK
delegado 8: ;189;3.9;3.9;OK
delegado 9: ;160;3.9;3.9;OK
delegado 10: ;160;3.9;5.8;OK
delegado 11: ;159;5.8;5.8;OK
delegado 12: ;166;5.8;5.8;OK
delegado 13: ;329;5.8;5.6;OK
delegado 14: ;218;5.6;5.6;OK
delegado 15: ;790;5.6;1.7;OK
delegado 16: ;159;1.7;1.7;OK
delegado 17: ;165;1.7;1.7;OK
delegado 18: ;198;1.7;5.7;OK
delegado 19: ;193;5.7;5.7;OK
delegado 20: ;204;5.7;5.7;OK
delegado 21: ;137;5.7;4.3;OK
delegado 22: ;274;4.3;4.3;OK
delegado 23: ;191;4.3;3.7;OK
delegado 24: ;209;3.7;3.7;OK
delegado 25: ;162;3.7;3.7;OK
delegado 26: ;153;3.7;4.4;OK
delegado 27: ;176;4.4;4.4;OK
delegado 28: ;158;4.4;4.4;OK
delegado 29: ;146;4.4;4.1;OK
delegado 30: ;174;4.1;4.1;OK
delegado 31: ;168;4.1;4.1;OK
delegado 32: ;186;4.1;3.8;OK
delegado 33: ;257;3.8;3.8;OK
delegado 34: ;172;3.8;3.8;OK
delegado 35: ;199;6.7;6.7;OK
delegado 36: ;187;6.7;6.7;OK
delegado 37: ;159;6.7;3.8;OK
delegado 38: ;209;3.8;3.8;OK
delegado 39: ;181;3.8;3.8;OK
delegado 40: ;173;3.8;4.1;OK
delegado 41: ;197;4.1;4.1;OK
delegado 42: ;434;4.1;2.2;OK
delegado 43: ;136;2.2;2.2;OK
delegado 44: ;171;2.2;2.2;OK
delegado 45: ;196;2.2;6.3;OK
delegado 46: ;147;6.3;6.3;OK
delegado 47: ;153;6.3;6.3;OK
delegado 48: ;162;6.3;4.9;OK
delegado 49: ;154;4.9;4.9;OK
delegado 50: ;184;4.9;4.9;OK
delegado 51: ;200;4.9;6.2;OK
delegado 52: ;125;6.2;6.2;OK
delegado 53: ;132;6.2;6.2;OK
delegado 54: ;199;6.2;4.3;OK
delegado 55: ;194;4.3;4.3;OK
delegado 56: ;331;4.3;2.6;OK
delegado 57: ;155;2.6;2.6;OK
delegado 58: ;883;2.6;1.7;OK
delegado 59: ;167;1.7;1.7;OK
delegado 60: ;183;1.7;1.7;OK
delegado 61: ;164;1.7;4.5;OK
delegado 62: ;155;4.5;4.5;OK
delegado 63: ;160;4.5;4.5;OK
delegado 64: ;482;4.5;5.7;OK
delegado 65: ;436;5.7;5.7;OK
delegado 66: ;158;5.7;2.3;OK
delegado 67: ;212;2.3;2.3;OK
delegado 68: ;117;2.3;2.3;OK
delegado 69: ;173;2.3;3.9;OK
delegado 70: ;124;3.9;3.9;OK
delegado 71: ;234;3.9;3.9;OK
delegado 72: ;160;3.9;5.0;OK
delegado 73: ;236;5.0;5.0;OK
delegado 74: ;229;5.0;2.9;OK
delegado 75: ;252;2.9;2.9;OK
delegado 76: ;213;2.9;2.8;OK
delegado 77: ;237;2.8;2.8;OK
delegado 78: ;186;2.8;2.8;OK
delegado 79: ;130;8.5;8.5;OK
delegado 80: ;164;8.5;8.5;OK
delegado 81: ;168;8.5;3.6;OK
delegado 82: ;196;3.6;3.6;OK
delegado 83: ;335;3.6;2.6;OK
delegado 84: ;167;2.6;2.6;OK
delegado 85: ;153;2.6;2.6;OK
delegado 86: ;172;2.6;3.3;OK
delegado 87: ;156;3.3;3.3;OK
delegado 88: ;148;3.3;3.3;OK
delegado 89: ;155;3.3;5.7;OK
delegado 90: ;241;5.7;5.7;OK
delegado 91: ;144;5.7;5.7;OK
delegado 92: ;225;5.7;3.8;OK
delegado 93: ;169;3.8;3.8;OK
delegado 94: ;164;3.8;3.8;OK
delegado 95: ;152;3.8;4.7;OK
delegado 96: ;173;4.7;4.7;OK
delegado 97: ;260;4.7;4.7;OK
delegado 98: ;222;4.5;4.5;OK
delegado 99: ;742;4.5;1.1;OK
delegado 100: ;204;1.1;1.1;OK
delegado 101: ;124;1.1;1.1;OK
delegado 102: ;150;1.1;4.7;OK
delegado 103: ;165;4.7;4.7;OK
delegado 104: ;147;4.7;4.7;OK
delegado 105: ;139;4.7;3.6;OK
delegado 106: ;161;3.6;3.6;OK
delegado 107: ;144;3.6;3.6;OK
delegado 108: ;186;3.6;6.0;OK
delegado 109: ;154;6.0;6.0;OK
delegado 110: ;157;6.0;6.0;OK
delegado 111: ;139;6.0;5.8;OK
delegado 112: ;141;5.8;5.8;OK
delegado 113: ;146;5.8;5.8;OK
delegado 114: ;150;5.8;3.7;OK
delegado 115: ;179;3.7;3.7;OK
delegado 116: ;145;3.7;3.7;OK
delegado 117: ;147;3.7;2.7;OK
delegado 118: ;202;2.7;2.7;OK
delegado 119: ;315;2.7;2.7;OK
delegado 120: ;198;2.7;2.7;OK
delegado 121: ;178;2.7;2.7;OK
delegado 122: ;142;2.7;4.5;OK
delegado 123: ;161;4.5;4.5;OK
delegado 124: ;210;4.5;4.5;OK
delegado 125: ;174;4.5;4.3;OK
delegado 126: ;149;4.3;4.3;OK
delegado 127: ;171;4.3;4.3;OK
delegado 128: ;177;4.3;5.6;OK
delegado 129: ;172;5.6;5.6;OK
delegado 130: ;190;5.6;4.8;OK
delegado 131: ;154;4.8;4.8;OK
delegado 132: ;155;4.8;4.8;OK
delegado 133: ;150;4.8;4.9;OK
delegado 134: ;243;4.9;4.9;OK
delegado 135: ;131;4.9;4.9;OK
delegado 136: ;199;4.9;3.5;OK
delegado 137: ;203;3.5;3.5;OK
delegado 138: ;148;3.5;3.5;OK
delegado 139: ;177;3.5;5.0;OK
delegado 140: ;146;5.0;5.0;OK
delegado 141: ;151;5.0;5.0;OK
delegado 142: ;161;5.0;2.1;OK
delegado 143: ;133;2.1;2.1;OK
delegado 144: ;1048;2.1;1.8;OK
delegado 145: ;163;1.8;1.8;OK
delegado 146: ;149;1.8;1.8;OK
delegado 147: ;158;1.8;3.5;OK
delegado 148: ;181;3.5;3.5;OK
delegado 149: ;145;3.5;3.5;OK
delegado 150: ;165;3.5;4.0;OK
delegado 151: ;153;4.0;4.0;OK
delegado 152: ;157;4.0;4.0;OK
delegado 153: ;147;4.0;5.0;OK
delegado 154: ;176;5.0;5.0;OK
delegado 155: ;152;5.0;5.0;OK
delegado 156: ;172;5.0;5.1;OK
delegado 157: ;138;5.1;5.1;OK
delegado 158: ;227;5.1;5.1;OK
delegado 159: ;166;5.1;4.3;OK
delegado 160: ;205;4.3;4.3;OK
delegado 161: ;154;4.3;4.3;OK
delegado 162: ;154;4.3;3.2;OK
delegado 163: ;345;3.2;3.2;OK
