Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1990;26.0;35.8;OK
delegado 1: ;311;35.8;35.8;OK
delegado 2: ;340;35.8;6.5;OK
delegado 3: ;250;6.5;6.5;OK
delegado 4: ;152;6.5;6.5;OK
delegado 5: ;235;6.5;5.8;OK
delegado 6: ;185;5.8;5.8;OK
delegado 7: ;178;5.8;5.8;OK
delegado 8: ;330;5.8;6.9;OK
delegado 9: ;289;6.9;6.9;OK
delegado 10: ;239;6.9;5.9;OK
delegado 11: ;199;5.9;5.9;OK
delegado 12: ;165;5.9;5.9;OK
delegado 13: ;190;5.9;3.6;OK
delegado 14: ;310;3.6;3.6;OK
delegado 15: ;383;3.6;3.1;OK
delegado 16: ;173;3.1;3.1;OK
delegado 17: ;273;3.1;7.6;OK
delegado 18: ;221;7.6;7.6;OK
delegado 19: ;204;7.6;7.6;OK
delegado 20: ;179;6.9;6.9;OK
delegado 21: ;199;6.9;6.9;OK
delegado 22: ;177;6.9;5.0;OK
delegado 23: ;186;5.0;5.0;OK
delegado 24: ;194;5.0;5.0;OK
delegado 25: ;214;5.0;5.1;OK
delegado 26: ;182;5.1;5.1;OK
delegado 27: ;224;5.1;5.1;OK
delegado 28: ;251;5.1;4.2;OK
delegado 29: ;212;4.2;4.2;OK
delegado 30: ;184;4.2;4.2;OK
delegado 31: ;167;4.2;3.6;OK
delegado 32: ;210;3.6;3.6;OK
delegado 33: ;176;3.6;3.6;OK
delegado 34: ;210;3.6;4.5;OK
delegado 35: ;245;4.5;4.5;OK
delegado 36: ;217;4.5;3.7;OK
delegado 37: ;213;3.7;3.7;OK
delegado 38: ;217;3.7;3.7;OK
delegado 39: ;177;4.6;4.6;OK
delegado 40: ;218;4.6;4.6;OK
delegado 41: ;224;4.6;2.8;OK
delegado 42: ;175;2.8;2.8;OK
delegado 43: ;159;2.8;2.8;OK
delegado 44: ;255;2.8;4.6;OK
delegado 45: ;203;4.6;4.6;OK
delegado 46: ;262;4.6;5.1;OK
delegado 47: ;161;5.1;5.1;OK
delegado 48: ;220;5.1;5.1;OK
delegado 49: ;204;5.1;2.3;OK
delegado 50: ;182;2.3;2.3;OK
delegado 51: ;196;2.3;2.3;OK
delegado 52: ;213;2.3;4.6;OK
delegado 53: ;239;4.6;4.6;OK
delegado 54: ;205;4.6;6.9;OK
delegado 55: ;227;6.9;6.9;OK
delegado 56: ;166;6.9;6.9;OK
delegado 57: ;210;6.9;2.8;OK
delegado 58: ;174;2.8;2.8;OK
delegado 59: ;144;2.8;2.8;OK
delegado 60: ;190;2.8;5.8;OK
delegado 61: ;284;5.8;5.8;OK
delegado 62: ;241;5.8;5.3;OK
delegado 63: ;246;5.3;5.3;OK
delegado 64: ;184;5.3;5.3;OK
delegado 65: ;187;6.1;6.1;OK
delegado 66: ;175;6.1;6.1;OK
delegado 67: ;245;6.1;2.8;OK
delegado 68: ;236;2.8;2.8;OK
delegado 69: ;162;2.8;2.8;OK
delegado 70: ;198;2.8;4.0;OK
delegado 71: ;170;4.0;4.0;OK
delegado 72: ;140;4.0;4.0;OK
delegado 73: ;183;4.0;4.0;OK
delegado 74: ;181;4.0;4.0;OK
delegado 75: ;172;4.0;4.0;OK
delegado 76: ;165;4.0;6.4;OK
delegado 77: ;151;6.4;6.4;OK
delegado 78: ;167;6.4;6.4;OK
delegado 79: ;196;6.4;4.5;OK
delegado 80: ;191;4.5;4.5;OK
delegado 81: ;193;4.5;4.5;OK
delegado 82: ;170;4.5;3.0;OK
delegado 83: ;190;3.0;3.0;OK
delegado 84: ;189;3.0;3.0;OK
delegado 85: ;207;3.0;4.0;OK
delegado 86: ;220;4.0;4.0;OK
delegado 87: ;160;4.0;4.0;OK
delegado 88: ;176;4.0;4.8;OK
delegado 89: ;164;4.8;4.8;OK
delegado 90: ;197;4.8;4.8;OK
delegado 91: ;204;4.8;2.9;OK
delegado 92: ;181;2.9;2.9;OK
delegado 93: ;198;2.9;2.9;OK
delegado 94: ;182;2.9;3.6;OK
delegado 95: ;193;3.6;3.6;OK
delegado 96: ;202;3.6;3.6;OK
delegado 97: ;165;3.6;11.3;OK
delegado 98: ;180;11.3;11.3;OK
delegado 99: ;237;11.3;11.3;OK
delegado 100: ;287;11.3;5.4;OK
delegado 101: ;197;5.4;5.4;OK
delegado 102: ;178;5.4;5.4;OK
delegado 103: ;170;5.4;3.0;OK
delegado 104: ;178;3.0;3.0;OK
delegado 105: ;179;3.0;3.0;OK
delegado 106: ;180;3.0;6.2;OK
delegado 107: ;218;6.2;6.2;OK
delegado 108: ;196;6.2;6.2;OK
delegado 109: ;175;6.2;2.8;OK
delegado 110: ;177;2.8;2.8;OK
delegado 111: ;147;2.8;2.8;OK
delegado 112: ;139;2.8;6.4;OK
delegado 113: ;135;6.4;6.4;OK
delegado 114: ;194;6.4;6.4;OK
delegado 115: ;170;6.4;3.3;OK
delegado 116: ;181;3.3;3.3;OK
delegado 117: ;215;3.3;3.3;OK
delegado 118: ;177;3.3;2.9;OK
delegado 119: ;135;2.9;2.9;OK
delegado 120: ;229;2.9;2.9;OK
delegado 121: ;210;2.9;5.3;OK
delegado 122: ;181;5.3;5.3;OK
delegado 123: ;187;5.3;5.3;OK
delegado 124: ;288;5.3;7.8;OK
delegado 125: ;195;7.8;7.8;OK
delegado 126: ;208;7.8;7.8;OK
delegado 127: ;188;7.8;4.0;OK
delegado 128: ;281;4.0;4.0;OK
delegado 129: ;196;4.0;2.9;OK
delegado 130: ;184;2.9;2.9;OK
delegado 131: ;179;2.9;2.9;OK
delegado 132: ;203;2.9;2.3;OK
delegado 133: ;155;2.3;2.3;OK
delegado 134: ;182;2.3;2.3;OK
delegado 135: ;246;2.3;2.9;OK
delegado 136: ;273;2.9;2.9;OK
delegado 137: ;172;2.9;3.8;OK
delegado 138: ;159;3.8;3.8;OK
delegado 139: ;240;3.8;3.8;OK
delegado 140: ;291;3.8;2.5;OK
delegado 141: ;208;2.5;2.5;OK
delegado 142: ;192;2.5;2.5;OK
delegado 143: ;265;2.5;3.6;OK
delegado 144: ;184;3.6;3.6;OK
delegado 145: ;248;3.6;3.6;OK
delegado 146: ;183;3.0;3.0;OK
delegado 147: ;232;3.0;3.0;OK
delegado 148: ;220;3.0;3.3;OK
delegado 149: ;194;3.3;3.3;OK
delegado 150: ;179;3.3;3.3;OK
delegado 151: ;225;3.3;3.4;OK
delegado 152: ;168;3.4;3.4;OK
delegado 153: ;194;3.4;3.4;OK
delegado 154: ;205;3.4;2.9;OK
delegado 155: ;177;2.9;2.9;OK
delegado 156: ;200;2.9;2.9;OK
delegado 157: ;212;2.9;4.0;OK
delegado 158: ;267;4.0;4.0;OK
delegado 159: ;198;4.0;1.4;OK
delegado 160: ;179;1.4;1.4;OK
delegado 161: ;169;1.4;1.4;OK
delegado 162: ;165;1.4;6.4;OK
delegado 163: ;191;6.4;6.4;OK
delegado 164: ;159;6.4;6.4;OK
delegado 165: ;202;6.4;3.6;OK
delegado 166: ;221;3.6;3.6;OK
delegado 167: ;177;3.6;3.6;OK
delegado 168: ;157;3.6;3.6;OK
delegado 169: ;166;3.6;3.6;OK
delegado 170: ;220;3.6;3.6;OK
delegado 171: ;172;3.6;3.0;OK
delegado 172: ;219;3.0;3.0;OK
delegado 173: ;189;3.0;3.0;OK
delegado 174: ;181;3.0;4.0;OK
delegado 175: ;205;4.0;4.0;OK
delegado 176: ;177;4.0;4.0;OK
delegado 177: ;178;4.0;3.0;OK
delegado 178: ;156;3.0;3.0;OK
delegado 179: ;225;3.0;3.0;OK
delegado 180: ;251;3.0;2.7;OK
delegado 181: ;225;2.7;2.7;OK
delegado 182: ;224;2.7;4.6;OK
delegado 183: ;220;4.6;4.6;OK
delegado 184: ;176;4.6;4.6;OK
delegado 185: ;174;4.6;4.1;OK
delegado 186: ;167;4.1;4.1;OK
delegado 187: ;197;4.1;4.1;OK
delegado 188: ;150;4.1;4.5;OK
delegado 189: ;162;4.5;4.5;OK
delegado 190: ;173;4.5;4.5;OK
delegado 191: ;173;4.5;3.2;OK
delegado 192: ;236;3.2;3.2;OK
delegado 193: ;194;3.2;3.2;OK
delegado 194: ;188;2.3;2.3;OK
delegado 195: ;157;2.3;2.3;OK
delegado 196: ;158;2.3;4.1;OK
delegado 197: ;245;4.1;4.1;OK
delegado 198: ;168;4.1;4.1;OK
delegado 199: ;166;4.1;2.9;OK
delegado 200: ;207;2.9;2.9;OK
delegado 201: ;257;2.9;1.4;OK
delegado 202: ;196;1.4;1.4;OK
delegado 203: ;152;1.4;1.4;OK
delegado 204: ;234;1.4;2.3;OK
delegado 205: ;200;2.3;2.3;OK
delegado 206: ;152;2.3;2.3;OK
delegado 207: ;234;2.3;2.8;OK
delegado 208: ;217;2.8;2.8;OK
delegado 209: ;143;2.8;2.8;OK
delegado 210: ;221;2.8;3.5;OK
delegado 211: ;188;3.5;3.5;OK
delegado 212: ;174;3.5;3.5;OK
delegado 213: ;202;3.5;3.0;OK
delegado 214: ;193;3.0;3.0;OK
delegado 215: ;208;3.0;3.0;OK
delegado 216: ;214;3.0;3.9;OK
delegado 217: ;257;3.9;3.9;OK
delegado 218: ;177;3.9;3.9;OK
delegado 219: ;153;3.8;3.8;OK
delegado 220: ;167;3.8;3.8;OK
delegado 221: ;191;3.8;2.7;OK
delegado 222: ;201;2.7;2.7;OK
delegado 223: ;231;2.7;2.7;OK
delegado 224: ;187;3.8;3.8;OK
delegado 225: ;292;3.8;2.2;OK
delegado 226: ;251;2.2;2.2;OK
delegado 227: ;192;2.2;3.1;OK
delegado 228: ;185;3.1;3.1;OK
delegado 229: ;161;3.1;3.1;OK
delegado 230: ;196;3.1;4.3;OK
delegado 231: ;185;4.3;4.3;OK
delegado 232: ;172;4.3;4.3;OK
delegado 233: ;166;4.3;4.4;OK
delegado 234: ;263;4.4;4.4;OK
delegado 235: ;220;4.4;2.8;OK
delegado 236: ;206;2.8;2.8;OK
delegado 237: ;149;2.8;2.8;OK
delegado 238: ;189;2.8;3.7;OK
delegado 239: ;166;3.7;3.7;OK
delegado 240: ;199;3.7;3.7;OK
delegado 241: ;190;3.7;4.8;OK
delegado 242: ;183;4.8;4.8;OK
delegado 243: ;218;4.8;4.8;OK
delegado 244: ;159;4.8;2.4;OK
delegado 245: ;204;2.4;2.4;OK
delegado 246: ;183;2.4;2.4;OK
delegado 247: ;190;2.4;4.1;OK
delegado 248: ;203;4.1;4.1;OK
delegado 249: ;164;4.1;4.1;OK
delegado 250: ;239;4.1;3.4;OK
delegado 251: ;190;3.4;3.4;OK
delegado 252: ;220;3.4;3.4;OK
delegado 253: ;182;3.4;3.4;OK
delegado 254: ;177;3.4;3.4;OK
delegado 255: ;216;3.4;3.4;OK
delegado 256: ;272;3.4;3.0;OK
delegado 257: ;196;3.0;3.0;OK
delegado 258: ;200;3.0;3.0;OK
delegado 259: ;207;3.0;5.0;OK
delegado 260: ;226;5.0;5.0;OK
delegado 261: ;193;5.0;5.0;OK
delegado 262: ;172;5.0;3.4;OK
delegado 263: ;170;3.4;3.4;OK
delegado 264: ;248;3.4;3.4;OK
delegado 265: ;225;3.4;2.6;OK
delegado 266: ;156;2.6;2.6;OK
delegado 267: ;157;2.6;2.6;OK
delegado 268: ;118;2.6;6.8;OK
delegado 269: ;166;6.8;6.8;OK
delegado 270: ;184;6.8;6.8;OK
delegado 271: ;178;6.8;3.1;OK
delegado 272: ;150;3.1;3.1;OK
delegado 273: ;199;3.1;3.1;OK
delegado 274: ;233;3.1;2.9;OK
delegado 275: ;293;2.9;2.9;OK
delegado 276: ;218;2.9;2.7;OK
delegado 277: ;156;2.7;2.7;OK
delegado 278: ;153;2.7;2.7;OK
delegado 279: ;267;2.7;4.1;OK
delegado 280: ;186;4.1;4.1;OK
delegado 281: ;220;4.1;4.1;OK
delegado 282: ;179;4.1;2.9;OK
delegado 283: ;200;2.9;2.9;OK
delegado 284: ;271;2.9;2.2;OK
delegado 285: ;159;2.2;2.2;OK
delegado 286: ;195;2.2;2.2;OK
delegado 287: ;217;2.2;2.3;OK
delegado 288: ;230;2.3;2.3;OK
delegado 289: ;203;2.3;2.3;OK
delegado 290: ;229;3.8;3.8;OK
delegado 291: ;164;3.8;3.8;OK
delegado 292: ;175;3.8;4.9;OK
delegado 293: ;187;4.9;4.9;OK
delegado 294: ;194;4.9;4.9;OK
delegado 295: ;169;4.9;4.8;OK
delegado 296: ;205;4.8;4.8;OK
delegado 297: ;248;4.8;2.2;OK
delegado 298: ;168;2.2;2.2;OK
delegado 299: ;217;2.2;2.2;OK
delegado 300: ;152;2.2;3.7;OK
delegado 301: ;260;3.7;3.7;OK
delegado 302: ;799;3.7;1.4;OK
delegado 303: ;1894;1.4;0.6;OK
delegado 304: ;449;0.6;0.6;OK
delegado 305: ;200;0.6;1.6;OK
delegado 306: ;159;1.6;1.6;OK
delegado 307: ;152;1.6;1.6;OK
delegado 308: ;199;1.6;3.9;OK
delegado 309: ;210;3.9;3.9;OK
delegado 310: ;168;3.9;3.9;OK
delegado 311: ;171;3.9;2.4;OK
delegado 312: ;192;2.4;2.4;OK
delegado 313: ;206;2.4;2.4;OK
delegado 314: ;183;2.4;3.5;OK
delegado 315: ;189;3.5;3.5;OK
delegado 316: ;186;3.5;3.5;OK
delegado 317: ;196;3.5;3.5;OK
delegado 318: ;169;3.5;3.5;OK
delegado 319: ;177;3.5;3.5;OK
delegado 320: ;159;3.5;3.9;OK
delegado 321: ;213;3.9;3.9;OK
delegado 322: ;210;3.9;3.9;OK
delegado 323: ;240;3.9;2.6;OK
delegado 324: ;239;2.6;2.6;OK
delegado 325: ;164;2.6;2.6;OK
delegado 326: ;207;2.6;1.6;OK
delegado 327: ;206;1.6;1.6;OK
delegado 328: ;193;1.6;1.6;OK
delegado 329: ;226;1.6;2.2;OK
delegado 330: ;206;2.2;2.2;OK
delegado 331: ;292;2.2;4.2;OK
delegado 332: ;175;4.2;4.2;OK
delegado 333: ;156;4.2;4.2;OK
delegado 334: ;179;4.2;3.2;OK
delegado 335: ;238;3.2;3.2;OK
delegado 336: ;186;3.2;3.2;OK
delegado 337: ;164;6.8;6.8;OK
delegado 338: ;173;6.8;6.8;OK
delegado 339: ;169;6.8;2.7;OK
delegado 340: ;164;2.7;2.7;OK
delegado 341: ;148;2.7;2.7;OK
delegado 342: ;201;2.7;4.5;OK
delegado 343: ;196;4.5;4.5;OK
delegado 344: ;165;4.5;4.5;OK
delegado 345: ;148;4.5;3.2;OK
delegado 346: ;194;3.2;3.2;OK
delegado 347: ;215;3.2;3.2;OK
delegado 348: ;229;3.2;2.7;OK
delegado 349: ;207;2.7;2.7;OK
delegado 350: ;189;2.7;2.7;OK
delegado 351: ;192;2.7;2.3;OK
delegado 352: ;222;2.3;2.3;OK
delegado 353: ;214;2.3;2.3;OK
delegado 354: ;225;3.8;3.8;OK
delegado 355: ;200;3.8;3.8;OK
delegado 356: ;220;3.8;2.7;OK
delegado 357: ;178;2.7;2.7;OK
delegado 358: ;225;2.7;2.7;OK
delegado 359: ;214;2.7;6.0;OK
delegado 360: ;149;6.0;6.0;OK
delegado 361: ;218;6.0;6.0;OK
delegado 362: ;171;6.0;3.1;OK
delegado 363: ;223;3.1;3.1;OK
delegado 364: ;160;3.1;3.1;OK
delegado 365: ;207;3.1;4.0;OK
delegado 366: ;158;4.0;4.0;OK
delegado 367: ;183;4.0;4.0;OK
delegado 368: ;180;4.0;4.5;OK
delegado 369: ;184;4.5;4.5;OK
delegado 370: ;247;4.5;4.5;OK
delegado 371: ;174;3.8;3.8;OK
delegado 372: ;204;3.8;3.8;OK
delegado 373: ;174;3.8;4.4;OK
delegado 374: ;240;4.4;4.4;OK
delegado 375: ;203;4.4;4.4;OK
delegado 376: ;240;4.5;4.5;OK
delegado 377: ;190;4.5;4.5;OK
delegado 378: ;206;4.5;3.8;OK
delegado 379: ;163;3.8;3.8;OK
delegado 380: ;177;3.8;3.8;OK
delegado 381: ;155;3.8;4.0;OK
delegado 382: ;225;4.0;4.0;OK
delegado 383: ;188;4.0;4.0;OK
delegado 384: ;221;4.0;3.2;OK
delegado 385: ;221;3.2;3.2;OK
delegado 386: ;186;3.2;3.2;OK
delegado 387: ;240;3.2;1.5;OK
delegado 388: ;209;1.5;1.5;OK
delegado 389: ;184;1.5;1.5;OK
delegado 390: ;167;1.5;3.0;OK
delegado 391: ;177;3.0;3.0;OK
delegado 392: ;163;3.0;3.0;OK
delegado 393: ;217;3.0;4.2;OK
delegado 394: ;249;4.2;4.2;OK
delegado 395: ;179;4.2;4.2;OK
delegado 396: ;267;3.1;3.1;OK
delegado 397: ;199;3.1;1.5;OK
delegado 398: ;194;1.5;1.5;OK
delegado 399: ;245;1.5;1.5;OK
