Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1973;26.0;34.2;OK
delegado 1: ;275;34.2;34.2;OK
delegado 2: ;248;34.2;5.2;OK
delegado 3: ;142;5.2;5.2;OK
delegado 4: ;148;5.2;5.2;OK
delegado 5: ;242;5.2;6.3;OK
delegado 6: ;199;6.3;6.3;OK
delegado 7: ;251;6.3;6.7;OK
delegado 8: ;195;6.7;6.7;OK
delegado 9: ;260;6.7;8.3;OK
delegado 10: ;159;8.3;8.3;OK
delegado 11: ;192;8.3;8.3;OK
delegado 12: ;201;8.3;10.9;OK
delegado 13: ;213;10.9;10.9;OK
delegado 14: ;257;10.9;3.5;OK
delegado 15: ;171;3.5;3.5;OK
delegado 16: ;216;3.5;3.5;OK
delegado 17: ;205;3.5;4.6;OK
delegado 18: ;268;4.6;4.6;OK
delegado 19: ;143;4.6;4.6;OK
delegado 20: ;285;4.6;4.4;OK
delegado 21: ;187;4.4;4.4;OK
delegado 22: ;207;4.4;4.4;OK
delegado 23: ;205;4.4;4.5;OK
delegado 24: ;162;4.5;4.5;OK
delegado 25: ;284;4.5;1.5;OK
delegado 26: ;187;1.5;1.5;OK
delegado 27: ;226;1.5;1.5;OK
delegado 28: ;140;1.5;4.9;OK
delegado 29: ;196;4.9;4.9;OK
delegado 30: ;196;4.9;4.9;OK
delegado 31: ;240;4.9;3.7;OK
delegado 32: ;196;3.7;3.7;OK
delegado 33: ;187;3.7;3.7;OK
delegado 34: ;165;3.7;1.8;OK
delegado 35: ;210;1.8;1.8;OK
delegado 36: ;199;1.8;1.8;OK
delegado 37: ;265;1.8;4.1;OK
delegado 38: ;242;4.1;4.1;OK
delegado 39: ;264;4.1;4.1;OK
delegado 40: ;148;4.1;4.1;OK
delegado 41: ;274;4.1;4.1;OK
delegado 42: ;241;4.5;4.5;OK
delegado 43: ;231;4.5;1.5;OK
delegado 44: ;301;1.5;1.5;OK
delegado 45: ;183;1.5;3.5;OK
delegado 46: ;171;3.5;3.5;OK
delegado 47: ;195;3.5;3.5;OK
delegado 48: ;193;3.5;3.0;OK
delegado 49: ;214;3.0;3.0;OK
delegado 50: ;268;3.0;4.2;OK
delegado 51: ;240;4.2;4.2;OK
delegado 52: ;213;4.2;6.0;OK
delegado 53: ;175;6.0;6.0;OK
delegado 54: ;180;6.0;6.0;OK
delegado 55: ;175;6.0;5.7;OK
delegado 56: ;200;5.7;5.7;OK
delegado 57: ;196;5.7;5.7;OK
delegado 58: ;185;5.7;2.9;OK
delegado 59: ;193;2.9;2.9;OK
delegado 60: ;181;2.9;2.9;OK
delegado 61: ;203;2.9;5.8;OK
delegado 62: ;177;5.8;5.8;OK
delegado 63: ;200;5.8;5.8;OK
delegado 64: ;223;5.8;11.1;OK
delegado 65: ;181;11.1;11.1;OK
delegado 66: ;158;11.1;11.1;OK
delegado 67: ;252;11.1;2.8;OK
delegado 68: ;176;2.8;2.8;OK
delegado 69: ;275;2.8;4.5;OK
delegado 70: ;198;4.5;4.5;OK
delegado 71: ;162;4.5;4.5;OK
delegado 72: ;252;4.5;1.6;OK
delegado 73: ;166;1.6;1.6;OK
delegado 74: ;213;1.6;1.6;OK
delegado 75: ;196;1.6;4.7;OK
delegado 76: ;240;4.7;4.7;OK
delegado 77: ;201;4.7;3.0;OK
delegado 78: ;235;3.0;3.0;OK
delegado 79: ;201;3.0;3.0;OK
