Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1914;0.0;33.0;OK
delegado 1: ;206;33.0;33.0;OK
delegado 2: ;156;33.0;33.0;OK
delegado 3: ;264;33.0;3.8;OK
delegado 4: ;134;3.8;3.8;OK
delegado 5: ;216;3.8;3.8;OK
delegado 6: ;177;3.8;5.4;OK
delegado 7: ;211;5.4;5.4;OK
delegado 8: ;269;5.4;3.5;OK
delegado 9: ;285;3.5;3.5;OK
delegado 10: ;200;3.5;4.9;OK
delegado 11: ;190;4.9;4.9;OK
delegado 12: ;190;4.9;4.9;OK
delegado 13: ;318;4.9;3.9;OK
delegado 14: ;317;3.9;3.9;OK
delegado 15: ;299;3.9;3.4;OK
delegado 16: ;188;3.4;3.4;OK
delegado 17: ;188;3.4;3.4;OK
delegado 18: ;277;3.4;2.6;OK
delegado 19: ;226;2.6;2.6;OK
delegado 20: ;219;2.6;3.8;OK
delegado 21: ;185;3.8;3.8;OK
delegado 22: ;253;3.8;4.6;OK
delegado 23: ;201;4.6;4.6;OK
delegado 24: ;184;4.6;4.6;OK
delegado 25: ;273;4.6;4.6;OK
delegado 26: ;225;4.6;4.6;OK
delegado 27: ;186;4.6;4.6;OK
delegado 28: ;173;4.6;3.5;OK
delegado 29: ;274;3.5;3.5;OK
delegado 30: ;210;3.5;5.0;OK
delegado 31: ;144;5.0;5.0;OK
delegado 32: ;202;5.0;5.0;OK
delegado 33: ;194;5.0;4.9;OK
delegado 34: ;256;4.9;4.9;OK
delegado 35: ;177;4.9;4.9;OK
delegado 36: ;204;2.3;2.3;OK
delegado 37: ;315;2.3;5.4;OK
delegado 38: ;224;5.4;5.4;OK
delegado 39: ;270;5.4;2.8;OK
delegado 40: ;246;2.8;2.8;OK
delegado 41: ;219;2.8;2.1;OK
delegado 42: ;195;2.1;2.1;OK
delegado 43: ;190;2.1;2.1;OK
delegado 44: ;184;2.1;4.7;OK
delegado 45: ;237;4.7;4.7;OK
delegado 46: ;181;4.7;4.7;OK
delegado 47: ;301;4.7;3.3;OK
delegado 48: ;189;3.3;3.3;OK
delegado 49: ;187;3.3;3.3;OK
delegado 50: ;168;3.3;4.3;OK
delegado 51: ;236;4.3;4.3;OK
delegado 52: ;252;4.3;4.2;OK
delegado 53: ;317;4.2;4.2;OK
delegado 54: ;212;4.2;3.9;OK
delegado 55: ;212;3.9;3.9;OK
delegado 56: ;189;3.9;3.9;OK
delegado 57: ;276;3.9;2.5;OK
delegado 58: ;206;2.5;2.5;OK
delegado 59: ;191;2.5;2.5;OK
delegado 60: ;243;2.5;5.8;OK
delegado 61: ;177;5.8;5.8;OK
delegado 62: ;229;5.8;5.8;OK
delegado 63: ;243;5.8;6.8;OK
delegado 64: ;229;6.8;6.8;OK
delegado 65: ;224;6.8;2.2;OK
delegado 66: ;245;2.2;2.2;OK
delegado 67: ;217;2.2;4.4;OK
delegado 68: ;247;4.4;4.4;OK
delegado 69: ;164;4.4;4.4;OK
delegado 70: ;312;4.4;2.9;OK
delegado 71: ;289;2.9;2.9;OK
delegado 72: ;253;2.9;3.9;OK
delegado 73: ;279;3.9;3.9;OK
delegado 74: ;192;3.9;4.4;OK
delegado 75: ;343;4.4;4.4;OK
delegado 76: ;198;4.4;2.6;OK
delegado 77: ;162;2.6;2.6;OK
delegado 78: ;221;2.6;2.6;OK
delegado 79: ;178;2.6;3.5;OK
delegado 80: ;199;3.5;3.5;OK
delegado 81: ;235;3.5;3.5;OK
delegado 82: ;194;3.8;3.8;OK
delegado 83: ;274;3.8;2.2;OK
delegado 84: ;208;2.2;2.2;OK
delegado 85: ;211;2.2;2.2;OK
delegado 86: ;268;2.2;3.5;OK
delegado 87: ;213;3.5;3.5;OK
delegado 88: ;152;3.5;3.5;OK
delegado 89: ;279;3.5;2.1;OK
delegado 90: ;259;2.1;2.1;OK
delegado 91: ;265;2.1;3.3;OK
delegado 92: ;175;3.3;3.3;OK
delegado 93: ;213;3.3;3.3;OK
delegado 94: ;192;3.3;2.9;OK
delegado 95: ;189;2.9;2.9;OK
delegado 96: ;259;2.9;2.3;OK
delegado 97: ;209;2.3;2.3;OK
delegado 98: ;262;2.3;4.2;OK
delegado 99: ;223;4.2;4.2;OK
delegado 100: ;221;4.2;1.5;OK
delegado 101: ;267;1.5;1.5;OK
delegado 102: ;185;1.5;3.0;OK
delegado 103: ;198;3.0;3.0;OK
delegado 104: ;160;3.0;3.0;OK
delegado 105: ;201;3.0;3.6;OK
delegado 106: ;195;3.6;3.6;OK
delegado 107: ;163;3.6;3.6;OK
delegado 108: ;195;3.6;5.9;OK
delegado 109: ;223;5.9;5.9;OK
delegado 110: ;165;5.9;5.9;OK
delegado 111: ;161;5.9;4.2;OK
delegado 112: ;142;4.2;4.2;OK
delegado 113: ;152;4.2;4.2;OK
delegado 114: ;201;4.2;4.0;OK
delegado 115: ;220;4.0;4.0;OK
delegado 116: ;177;4.0;4.0;OK
delegado 117: ;211;4.0;2.8;OK
delegado 118: ;205;2.8;2.8;OK
delegado 119: ;184;2.8;2.8;OK
delegado 120: ;167;2.8;4.8;OK
delegado 121: ;192;4.8;4.8;OK
delegado 122: ;179;4.8;4.8;OK
delegado 123: ;165;4.8;5.6;OK
delegado 124: ;199;5.6;5.6;OK
delegado 125: ;152;5.6;5.6;OK
delegado 126: ;226;5.6;6.3;OK
delegado 127: ;172;6.3;6.3;OK
delegado 128: ;183;6.3;6.3;OK
delegado 129: ;160;6.3;5.8;OK
delegado 130: ;223;5.8;5.8;OK
delegado 131: ;235;5.8;2.2;OK
delegado 132: ;175;2.2;2.2;OK
delegado 133: ;214;2.2;2.2;OK
delegado 134: ;179;2.2;2.9;OK
delegado 135: ;193;2.9;2.9;OK
delegado 136: ;171;2.9;2.9;OK
delegado 137: ;177;2.9;6.8;OK
delegado 138: ;189;6.8;6.8;OK
delegado 139: ;220;6.8;6.8;OK
delegado 140: ;236;6.8;3.7;OK
delegado 141: ;189;3.7;3.7;OK
delegado 142: ;268;3.7;2.2;OK
delegado 143: ;208;2.2;2.2;OK
delegado 144: ;242;2.2;3.0;OK
delegado 145: ;180;3.0;3.0;OK
delegado 146: ;256;3.0;3.0;OK
delegado 147: ;158;3.8;3.8;OK
delegado 148: ;242;3.8;3.8;OK
delegado 149: ;189;3.8;2.9;OK
delegado 150: ;185;2.9;2.9;OK
delegado 151: ;240;2.9;2.9;OK
delegado 152: ;199;4.6;4.6;OK
delegado 153: ;192;4.6;4.6;OK
delegado 154: ;226;4.6;3.4;OK
delegado 155: ;210;3.4;3.4;OK
delegado 156: ;204;3.4;3.4;OK
delegado 157: ;198;3.4;2.8;OK
delegado 158: ;205;2.8;2.8;OK
delegado 159: ;173;2.8;2.8;OK
delegado 160: ;130;2.8;4.5;OK
delegado 161: ;245;4.5;4.5;OK
delegado 162: ;215;4.5;4.5;OK
delegado 163: ;236;4.5;4.5;OK
delegado 164: ;224;4.5;3.0;OK
delegado 165: ;186;3.0;3.0;OK
delegado 166: ;174;3.0;3.0;OK
delegado 167: ;249;3.0;2.2;OK
delegado 168: ;188;2.2;2.2;OK
delegado 169: ;207;2.2;2.2;OK
delegado 170: ;255;2.2;2.6;OK
delegado 171: ;204;2.6;2.6;OK
delegado 172: ;272;2.6;4.3;OK
delegado 173: ;194;4.3;4.3;OK
delegado 174: ;160;4.3;4.3;OK
delegado 175: ;251;4.3;2.2;OK
delegado 176: ;226;2.2;2.2;OK
delegado 177: ;186;2.2;2.2;OK
delegado 178: ;219;2.2;4.3;OK
delegado 179: ;230;4.3;4.3;OK
delegado 180: ;208;4.3;4.3;OK
delegado 181: ;186;5.3;5.3;OK
delegado 182: ;238;5.3;5.3;OK
delegado 183: ;193;5.3;3.4;OK
delegado 184: ;177;3.4;3.4;OK
delegado 185: ;199;3.4;3.4;OK
delegado 186: ;175;3.4;4.2;OK
delegado 187: ;208;4.2;4.2;OK
delegado 188: ;239;4.2;2.3;OK
delegado 189: ;230;2.3;2.3;OK
delegado 190: ;195;2.3;2.3;OK
delegado 191: ;188;5.4;5.4;OK
delegado 192: ;208;5.4;5.4;OK
delegado 193: ;189;5.4;3.5;OK
delegado 194: ;247;3.5;3.5;OK
delegado 195: ;160;3.5;3.5;OK
delegado 196: ;194;3.5;2.8;OK
delegado 197: ;351;2.8;2.8;OK
delegado 198: ;190;2.8;3.2;OK
delegado 199: ;203;3.2;3.2;OK
delegado 200: ;184;3.2;3.2;OK
delegado 201: ;188;3.2;2.3;OK
delegado 202: ;299;2.3;2.3;OK
delegado 203: ;181;2.3;4.3;OK
delegado 204: ;198;4.3;4.3;OK
delegado 205: ;183;4.3;4.3;OK
delegado 206: ;222;4.3;3.3;OK
delegado 207: ;190;3.3;3.3;OK
delegado 208: ;203;3.3;3.3;OK
delegado 209: ;251;3.3;4.2;OK
delegado 210: ;192;4.2;4.2;OK
delegado 211: ;172;4.2;4.2;OK
delegado 212: ;188;4.2;4.2;OK
delegado 213: ;213;4.2;4.2;OK
delegado 214: ;192;4.2;4.2;OK
delegado 215: ;188;4.2;2.8;OK
delegado 216: ;217;2.8;2.8;OK
delegado 217: ;188;2.8;2.8;OK
delegado 218: ;286;3.8;3.8;OK
delegado 219: ;177;3.8;0.0;OK
delegado 220: ;201;0.0;0.0;OK
delegado 221: ;214;0.0;0.0;OK
delegado 222: ;150;3.1;3.1;OK
delegado 223: ;210;3.1;3.1;OK
delegado 224: ;193;3.1;1.8;OK
delegado 225: ;158;1.8;1.8;OK
delegado 226: ;184;1.8;1.8;OK
delegado 227: ;285;1.8;2.7;OK
delegado 228: ;186;2.7;2.7;OK
delegado 229: ;296;2.7;2.9;OK
